State,Year,Quarter,Transaction_type,Total_transaction,Transaction_amount
Tamil Nadu,2021,Q3 (Jul - Sep),Financial Services,182097,246146707
Tamil Nadu,2021,Q3 (Jul - Sep),Others,515319,294622911
Telangana,2021,Q3 (Jul - Sep),Merchant payments,286735350,159227310549
Telangana,2021,Q3 (Jul - Sep),Peer-to-peer payments,271436926,981754679241
Telangana,2021,Q3 (Jul - Sep),Recharge & bill payments,62744121,36434881136
Telangana,2021,Q3 (Jul - Sep),Financial Services,235519,329138539
Telangana,2021,Q3 (Jul - Sep),Others,1734852,543116826
Tripura,2021,Q3 (Jul - Sep),Peer-to-peer payments,864329,3491901741
Tripura,2021,Q3 (Jul - Sep),Recharge & bill payments,620991,215226019
Tripura,2021,Q3 (Jul - Sep),Merchant payments,584079,648504775
Tripura,2021,Q3 (Jul - Sep),Financial Services,2886,3473153
Tripura,2021,Q3 (Jul - Sep),Others,8915,5028078
Uttar Pradesh,2021,Q3 (Jul - Sep),Peer-to-peer payments,127945827,440726915882
Uttar Pradesh,2021,Q3 (Jul - Sep),Merchant payments,126699830,91089049637
Uttar Pradesh,2021,Q3 (Jul - Sep),Recharge & bill payments,50414232,24348150109
Uttar Pradesh,2021,Q3 (Jul - Sep),Financial Services,253418,292009129
Uttar Pradesh,2021,Q3 (Jul - Sep),Others,1230077,624716522
Uttarakhand,2021,Q3 (Jul - Sep),Merchant payments,13673085,9001414756
Uttarakhand,2021,Q3 (Jul - Sep),Peer-to-peer payments,11867174,39256650720
Uttarakhand,2021,Q3 (Jul - Sep),Recharge & bill payments,5388011,2182554095
Uttarakhand,2021,Q3 (Jul - Sep),Financial Services,27839,38013969
Uttarakhand,2021,Q3 (Jul - Sep),Others,86175,48863242
West Bengal,2021,Q3 (Jul - Sep),Peer-to-peer payments,84353949,294799731350
West Bengal,2021,Q3 (Jul - Sep),Merchant payments,58800005,50971169851
West Bengal,2021,Q3 (Jul - Sep),Recharge & bill payments,37556310,16045754099
West Bengal,2021,Q3 (Jul - Sep),Financial Services,189087,213411736
West Bengal,2021,Q3 (Jul - Sep),Others,813637,426999219
Andaman & Nicobar,2021,Q4 (Oct - Dec),Peer-to-peer payments,285778,1544932663
Andaman & Nicobar,2021,Q4 (Oct - Dec),Merchant payments,210164,322842314
Andaman & Nicobar,2021,Q4 (Oct - Dec),Recharge & bill payments,135608,59243518
Andaman & Nicobar,2021,Q4 (Oct - Dec),Financial Services,1718,3137965
Andaman & Nicobar,2021,Q4 (Oct - Dec),Others,2855,2453640
Andhra Pradesh,2021,Q4 (Oct - Dec),Peer-to-peer payments,262006450,971269765249
Andhra Pradesh,2021,Q4 (Oct - Dec),Merchant payments,207538904,152883933596
Andhra Pradesh,2021,Q4 (Oct - Dec),Recharge & bill payments,51762842,31232784713
Andhra Pradesh,2021,Q4 (Oct - Dec),Financial Services,243951,332740108
Andhra Pradesh,2021,Q4 (Oct - Dec),Others,701856,545223415
Arunachal Pradesh,2021,Q4 (Oct - Dec),Peer-to-peer payments,1227616,6022733378
Arunachal Pradesh,2021,Q4 (Oct - Dec),Recharge & bill payments,633248,207784816
Arunachal Pradesh,2021,Q4 (Oct - Dec),Merchant payments,521447,704195694
Arunachal Pradesh,2021,Q4 (Oct - Dec),Financial Services,2386,3933557
Arunachal Pradesh,2021,Q4 (Oct - Dec),Others,5901,4862905
Assam,2021,Q4 (Oct - Dec),Peer-to-peer payments,21393962,86801625126
Assam,2021,Q4 (Oct - Dec),Merchant payments,12895755,13378765005
Assam,2021,Q4 (Oct - Dec),Recharge & bill payments,11484376,3842004488
Assam,2021,Q4 (Oct - Dec),Financial Services,60724,65456475
Assam,2021,Q4 (Oct - Dec),Others,185544,97116796
Bihar,2021,Q4 (Oct - Dec),Peer-to-peer payments,117340712,423665098014
Bihar,2021,Q4 (Oct - Dec),Merchant payments,95992559,81729122295
Bihar,2021,Q4 (Oct - Dec),Recharge & bill payments,30824177,13438634948
Bihar,2021,Q4 (Oct - Dec),Financial Services,186298,173358268
Bihar,2021,Q4 (Oct - Dec),Others,783199,365400541
Chandigarh,2021,Q4 (Oct - Dec),Merchant payments,4056249,3041038519
Chandigarh,2021,Q4 (Oct - Dec),Peer-to-peer payments,2797561,10610461952
Chandigarh,2021,Q4 (Oct - Dec),Recharge & bill payments,1013153,693790747
Chandigarh,2021,Q4 (Oct - Dec),Financial Services,7038,10459431
Chandigarh,2021,Q4 (Oct - Dec),Others,24902,17832859
Chhattisgarh,2021,Q4 (Oct - Dec),Merchant payments,40526025,29283695601
Chhattisgarh,2021,Q4 (Oct - Dec),Peer-to-peer payments,32799167,102177997315
Chhattisgarh,2021,Q4 (Oct - Dec),Recharge & bill payments,11115444,4724827139
Chhattisgarh,2021,Q4 (Oct - Dec),Financial Services,55237,66445873
Chhattisgarh,2021,Q4 (Oct - Dec),Others,221621,146144588
Dadra and Nagar Haveli and Daman and Diu,2021,Q4 (Oct - Dec),Merchant payments,2013673,1058989463
Dadra and Nagar Haveli and Daman and Diu,2021,Q4 (Oct - Dec),Peer-to-peer payments,1577168,4202291071
Dadra and Nagar Haveli and Daman and Diu,2021,Q4 (Oct - Dec),Recharge & bill payments,551618,294991582
Dadra and Nagar Haveli and Daman and Diu,2021,Q4 (Oct - Dec),Financial Services,2909,3159306
Dadra and Nagar Haveli and Daman and Diu,2021,Q4 (Oct - Dec),Others,11717,6407962
Delhi,2021,Q4 (Oct - Dec),Merchant payments,149204611,88990516304
Delhi,2021,Q4 (Oct - Dec),Peer-to-peer payments,112380292,376556972334
Delhi,2021,Q4 (Oct - Dec),Recharge & bill payments,30127352,22290161823
Delhi,2021,Q4 (Oct - Dec),Financial Services,199280,287950130
Delhi,2021,Q4 (Oct - Dec),Others,771824,569713470
Goa,2021,Q4 (Oct - Dec),Merchant payments,5474662,4384250602
Goa,2021,Q4 (Oct - Dec),Peer-to-peer payments,4408822,13618351952
Goa,2021,Q4 (Oct - Dec),Recharge & bill payments,1170180,585734312
Goa,2021,Q4 (Oct - Dec),Financial Services,11320,17101084
Goa,2021,Q4 (Oct - Dec),Others,23775,21819163
Gujarat,2021,Q4 (Oct - Dec),Merchant payments,84846502,68717933161
Gujarat,2021,Q4 (Oct - Dec),Peer-to-peer payments,67301686,254338740726
Gujarat,2021,Q4 (Oct - Dec),Recharge & bill payments,30072479,18739034341
Gujarat,2021,Q4 (Oct - Dec),Financial Services,175393,209214620
Gujarat,2021,Q4 (Oct - Dec),Others,591265,377657202
Haryana,2021,Q4 (Oct - Dec),Merchant payments,84993587,56325102920
Haryana,2021,Q4 (Oct - Dec),Peer-to-peer payments,66548306,238638993818
Haryana,2021,Q4 (Oct - Dec),Recharge & bill payments,17632752,13817258646
Haryana,2021,Q4 (Oct - Dec),Financial Services,105050,151421306
Haryana,2021,Q4 (Oct - Dec),Others,407280,307822609
Himachal Pradesh,2021,Q4 (Oct - Dec),Merchant payments,6062931,5228613146
Himachal Pradesh,2021,Q4 (Oct - Dec),Peer-to-peer payments,5323397,19568394324
Himachal Pradesh,2021,Q4 (Oct - Dec),Recharge & bill payments,3211367,1278824361
Himachal Pradesh,2021,Q4 (Oct - Dec),Financial Services,18198,24809740
Himachal Pradesh,2021,Q4 (Oct - Dec),Others,50971,35578926
Jammu & Kashmir,2021,Q4 (Oct - Dec),Peer-to-peer payments,6852001,31444247707
Jammu & Kashmir,2021,Q4 (Oct - Dec),Merchant payments,5399465,6026170895
Jammu & Kashmir,2021,Q4 (Oct - Dec),Recharge & bill payments,4358892,1334473410
Jammu & Kashmir,2021,Q4 (Oct - Dec),Financial Services,20269,34425387
Jammu & Kashmir,2021,Q4 (Oct - Dec),Others,160001,86920024
Jharkhand,2021,Q4 (Oct - Dec),Merchant payments,45007900,30397134744
Jharkhand,2021,Q4 (Oct - Dec),Peer-to-peer payments,39476282,130461675107
Jharkhand,2021,Q4 (Oct - Dec),Recharge & bill payments,11173974,4920513757
Jharkhand,2021,Q4 (Oct - Dec),Financial Services,72802,82938673
Jharkhand,2021,Q4 (Oct - Dec),Others,278084,154856720
Karnataka,2021,Q4 (Oct - Dec),Merchant payments,503210623,243754536471
Karnataka,2021,Q4 (Oct - Dec),Peer-to-peer payments,350032663,1090951587881
Karnataka,2021,Q4 (Oct - Dec),Recharge & bill payments,76826701,39294350717
Karnataka,2021,Q4 (Oct - Dec),Financial Services,365769,574240588
Karnataka,2021,Q4 (Oct - Dec),Others,1289682,896608692
Kerala,2021,Q4 (Oct - Dec),Merchant payments,38574904,24589454633
Kerala,2021,Q4 (Oct - Dec),Peer-to-peer payments,29075528,92774490034
Kerala,2021,Q4 (Oct - Dec),Recharge & bill payments,13781815,5689390023
Kerala,2021,Q4 (Oct - Dec),Financial Services,108232,128238698
Kerala,2021,Q4 (Oct - Dec),Others,283262,160563553
Ladakh,2021,Q4 (Oct - Dec),Peer-to-peer payments,337120,1804428550
Ladakh,2021,Q4 (Oct - Dec),Merchant payments,169110,284786365
Ladakh,2021,Q4 (Oct - Dec),Recharge & bill payments,120607,58403893
Ladakh,2021,Q4 (Oct - Dec),Financial Services,912,3068708
Ladakh,2021,Q4 (Oct - Dec),Others,2438,2847620
Lakshadweep,2021,Q4 (Oct - Dec),Peer-to-peer payments,7154,44696668
Lakshadweep,2021,Q4 (Oct - Dec),Recharge & bill payments,5355,2093901
Lakshadweep,2021,Q4 (Oct - Dec),Merchant payments,2872,4071239
Lakshadweep,2021,Q4 (Oct - Dec),Financial Services,27,19994
Lakshadweep,2021,Q4 (Oct - Dec),Others,62,116381
Madhya Pradesh,2021,Q4 (Oct - Dec),Merchant payments,197193842,126461098235
Madhya Pradesh,2021,Q4 (Oct - Dec),Peer-to-peer payments,159649020,507118521843
Madhya Pradesh,2021,Q4 (Oct - Dec),Recharge & bill payments,46220966,22492766779
Madhya Pradesh,2021,Q4 (Oct - Dec),Financial Services,247925,246488171
Madhya Pradesh,2021,Q4 (Oct - Dec),Others,996331,568617375
Maharashtra,2021,Q4 (Oct - Dec),Merchant payments,540351277,305512280091
Maharashtra,2021,Q4 (Oct - Dec),Peer-to-peer payments,361865450,1109862480618
Maharashtra,2021,Q4 (Oct - Dec),Recharge & bill payments,105990417,58087950922
Maharashtra,2021,Q4 (Oct - Dec),Financial Services,606265,707102765
Maharashtra,2021,Q4 (Oct - Dec),Others,1918093,1188658731
Manipur,2021,Q4 (Oct - Dec),Peer-to-peer payments,2199970,10998828287
Manipur,2021,Q4 (Oct - Dec),Recharge & bill payments,1451488,412791673
Manipur,2021,Q4 (Oct - Dec),Merchant payments,1013985,1229517397
Manipur,2021,Q4 (Oct - Dec),Financial Services,4671,5941100
Manipur,2021,Q4 (Oct - Dec),Others,17325,11393578
Meghalaya,2021,Q4 (Oct - Dec),Peer-to-peer payments,669693,3233210261
Meghalaya,2021,Q4 (Oct - Dec),Recharge & bill payments,447310,165277548
Meghalaya,2021,Q4 (Oct - Dec),Merchant payments,314445,442464385
Meghalaya,2021,Q4 (Oct - Dec),Financial Services,1989,2464327
Meghalaya,2021,Q4 (Oct - Dec),Others,6756,5348877
Mizoram,2021,Q4 (Oct - Dec),Peer-to-peer payments,272209,1545255603
Mizoram,2021,Q4 (Oct - Dec),Recharge & bill payments,179405,67548806
Mizoram,2021,Q4 (Oct - Dec),Merchant payments,99265,154183940
Mizoram,2021,Q4 (Oct - Dec),Financial Services,695,2202285
Mizoram,2021,Q4 (Oct - Dec),Others,1755,1475104
Nagaland,2021,Q4 (Oct - Dec),Peer-to-peer payments,819452,4335295237
Nagaland,2021,Q4 (Oct - Dec),Recharge & bill payments,492411,154359432
Nagaland,2021,Q4 (Oct - Dec),Merchant payments,311673,442578210
Nagaland,2021,Q4 (Oct - Dec),Financial Services,1790,2263055
Nagaland,2021,Q4 (Oct - Dec),Others,6157,4587848
Odisha,2021,Q4 (Oct - Dec),Peer-to-peer payments,107560893,310704112799
Odisha,2021,Q4 (Oct - Dec),Merchant payments,99512650,63383870318
Odisha,2021,Q4 (Oct - Dec),Recharge & bill payments,26302130,10728834440
Odisha,2021,Q4 (Oct - Dec),Financial Services,133004,147526652
Odisha,2021,Q4 (Oct - Dec),Others,416689,286705478
Puducherry,2021,Q4 (Oct - Dec),Merchant payments,3052713,1864951565
Puducherry,2021,Q4 (Oct - Dec),Peer-to-peer payments,2530821,8113722339
Puducherry,2021,Q4 (Oct - Dec),Recharge & bill payments,762641,428453211
Puducherry,2021,Q4 (Oct - Dec),Financial Services,5995,7655925
Puducherry,2021,Q4 (Oct - Dec),Others,16640,8868759
Punjab,2021,Q4 (Oct - Dec),Merchant payments,22669743,20753662875
Punjab,2021,Q4 (Oct - Dec),Peer-to-peer payments,20663881,83611403637
Punjab,2021,Q4 (Oct - Dec),Recharge & bill payments,8765579,6107473171
Punjab,2021,Q4 (Oct - Dec),Financial Services,58581,86356456
Punjab,2021,Q4 (Oct - Dec),Others,201576,151230100
Rajasthan,2021,Q4 (Oct - Dec),Merchant payments,221774624,151967969235
Rajasthan,2021,Q4 (Oct - Dec),Peer-to-peer payments,212937264,718215327365
Rajasthan,2021,Q4 (Oct - Dec),Recharge & bill payments,51610607,32831163302
Rajasthan,2021,Q4 (Oct - Dec),Financial Services,265091,263180819
Rajasthan,2021,Q4 (Oct - Dec),Others,1034011,656777820
Sikkim,2021,Q4 (Oct - Dec),Peer-to-peer payments,831597,3548508409
Sikkim,2021,Q4 (Oct - Dec),Recharge & bill payments,376078,136473754
Sikkim,2021,Q4 (Oct - Dec),Merchant payments,369343,504586163
Sikkim,2021,Q4 (Oct - Dec),Financial Services,2269,3162023
Sikkim,2021,Q4 (Oct - Dec),Others,5058,4052910
Tamil Nadu,2021,Q4 (Oct - Dec),Merchant payments,117578360,70539086832
Tamil Nadu,2021,Q4 (Oct - Dec),Peer-to-peer payments,104493071,353529424598
Tamil Nadu,2021,Q4 (Oct - Dec),Recharge & bill payments,36163870,18979178477
Tamil Nadu,2021,Q4 (Oct - Dec),Financial Services,228761,275850497
Tamil Nadu,2021,Q4 (Oct - Dec),Others,691914,400412189
Telangana,2021,Q4 (Oct - Dec),Merchant payments,376584215,212974766412
Telangana,2021,Q4 (Oct - Dec),Peer-to-peer payments,331774591,1204991223519
Telangana,2021,Q4 (Oct - Dec),Recharge & bill payments,66477036,44760398983
Telangana,2021,Q4 (Oct - Dec),Financial Services,298871,392141743
Telangana,2021,Q4 (Oct - Dec),Others,855060,639658842
Tripura,2021,Q4 (Oct - Dec),Peer-to-peer payments,1060915,4368786747
Tripura,2021,Q4 (Oct - Dec),Merchant payments,793636,874005407
Tripura,2021,Q4 (Oct - Dec),Recharge & bill payments,650251,241225282
Tripura,2021,Q4 (Oct - Dec),Financial Services,3635,5073898
Tripura,2021,Q4 (Oct - Dec),Others,12256,7838128
Uttar Pradesh,2021,Q4 (Oct - Dec),Merchant payments,183966052,142889329646
Uttar Pradesh,2021,Q4 (Oct - Dec),Peer-to-peer payments,167503176,600973581946
Uttar Pradesh,2021,Q4 (Oct - Dec),Recharge & bill payments,52863531,28812549097
Uttar Pradesh,2021,Q4 (Oct - Dec),Financial Services,353219,386356976
Uttar Pradesh,2021,Q4 (Oct - Dec),Others,1471954,829152405
Uttarakhand,2021,Q4 (Oct - Dec),Merchant payments,19850878,13515464697
Uttarakhand,2021,Q4 (Oct - Dec),Peer-to-peer payments,14819203,49969580473
Uttarakhand,2021,Q4 (Oct - Dec),Recharge & bill payments,5536262,2540546090
Uttarakhand,2021,Q4 (Oct - Dec),Financial Services,38764,51212042
Uttarakhand,2021,Q4 (Oct - Dec),Others,116173,71304856
West Bengal,2021,Q4 (Oct - Dec),Peer-to-peer payments,105728377,372240891205
West Bengal,2021,Q4 (Oct - Dec),Merchant payments,80248673,71231577538
West Bengal,2021,Q4 (Oct - Dec),Recharge & bill payments,37801439,17813903244
West Bengal,2021,Q4 (Oct - Dec),Financial Services,252535,270791056
West Bengal,2021,Q4 (Oct - Dec),Others,998536,660874216
Andaman & Nicobar,2022,Q1 (Jan - Mar),Peer-to-peer payments,342649,1682328505
Andaman & Nicobar,2022,Q1 (Jan - Mar),Merchant payments,284298,370091558
Andaman & Nicobar,2022,Q1 (Jan - Mar),Recharge & bill payments,163401,71300133
Andaman & Nicobar,2022,Q1 (Jan - Mar),Financial Services,1757,2869682
Andaman & Nicobar,2022,Q1 (Jan - Mar),Others,2643,2440321
Andhra Pradesh,2022,Q1 (Jan - Mar),Peer-to-peer payments,288488560,1089629182596
Andhra Pradesh,2022,Q1 (Jan - Mar),Merchant payments,242031836,169419685917
Andhra Pradesh,2022,Q1 (Jan - Mar),Recharge & bill payments,51224170,34473036841
Andhra Pradesh,2022,Q1 (Jan - Mar),Financial Services,231651,324358965
Andhra Pradesh,2022,Q1 (Jan - Mar),Others,627694,474382234
Arunachal Pradesh,2022,Q1 (Jan - Mar),Peer-to-peer payments,1403584,6670641250
Arunachal Pradesh,2022,Q1 (Jan - Mar),Merchant payments,720803,917155358
Arunachal Pradesh,2022,Q1 (Jan - Mar),Recharge & bill payments,670576,231933129
Arunachal Pradesh,2022,Q1 (Jan - Mar),Financial Services,3053,3359625
Arunachal Pradesh,2022,Q1 (Jan - Mar),Others,6052,5002264
Assam,2022,Q1 (Jan - Mar),Peer-to-peer payments,27156085,108855352347
Assam,2022,Q1 (Jan - Mar),Merchant payments,19011883,18833132506
Assam,2022,Q1 (Jan - Mar),Recharge & bill payments,12474674,4424035840
Assam,2022,Q1 (Jan - Mar),Financial Services,68432,73257991
Assam,2022,Q1 (Jan - Mar),Others,178812,94659207
Bihar,2022,Q1 (Jan - Mar),Peer-to-peer payments,138085265,500024806542
Bihar,2022,Q1 (Jan - Mar),Merchant payments,114892163,95507710275
Bihar,2022,Q1 (Jan - Mar),Recharge & bill payments,30545266,15431605247
Bihar,2022,Q1 (Jan - Mar),Financial Services,169722,148088975
Bihar,2022,Q1 (Jan - Mar),Others,698018,299484690
Chandigarh,2022,Q1 (Jan - Mar),Merchant payments,4511757,3264574793
Chandigarh,2022,Q1 (Jan - Mar),Peer-to-peer payments,3012464,11150701028
Chandigarh,2022,Q1 (Jan - Mar),Recharge & bill payments,1046187,731347957
Chandigarh,2022,Q1 (Jan - Mar),Financial Services,7228,13538635
Chandigarh,2022,Q1 (Jan - Mar),Others,22855,14829134
Chhattisgarh,2022,Q1 (Jan - Mar),Merchant payments,48236094,33822547183
Chhattisgarh,2022,Q1 (Jan - Mar),Peer-to-peer payments,37457039,118393860520
Chhattisgarh,2022,Q1 (Jan - Mar),Recharge & bill payments,11466264,5442872986
Chhattisgarh,2022,Q1 (Jan - Mar),Financial Services,52918,55991695
Chhattisgarh,2022,Q1 (Jan - Mar),Others,200977,131773069
Dadra and Nagar Haveli and Daman and Diu,2022,Q1 (Jan - Mar),Merchant payments,2507246,1227972829
Dadra and Nagar Haveli and Daman and Diu,2022,Q1 (Jan - Mar),Peer-to-peer payments,1745454,4674787017
Dadra and Nagar Haveli and Daman and Diu,2022,Q1 (Jan - Mar),Recharge & bill payments,538134,326296370
Dadra and Nagar Haveli and Daman and Diu,2022,Q1 (Jan - Mar),Financial Services,2574,2661345
Dadra and Nagar Haveli and Daman and Diu,2022,Q1 (Jan - Mar),Others,9395,5330803
Delhi,2022,Q1 (Jan - Mar),Merchant payments,174454937,98212381475
Delhi,2022,Q1 (Jan - Mar),Peer-to-peer payments,125111881,415305045689
Delhi,2022,Q1 (Jan - Mar),Recharge & bill payments,29435981,22482865572
Delhi,2022,Q1 (Jan - Mar),Financial Services,195184,271039329
Delhi,2022,Q1 (Jan - Mar),Others,1801878,693588769
Goa,2022,Q1 (Jan - Mar),Merchant payments,6364271,4682000388
Goa,2022,Q1 (Jan - Mar),Peer-to-peer payments,4640380,14449830641
Goa,2022,Q1 (Jan - Mar),Recharge & bill payments,1177071,646403472
Goa,2022,Q1 (Jan - Mar),Financial Services,11677,17490493
Goa,2022,Q1 (Jan - Mar),Others,20699,20720407
Gujarat,2022,Q1 (Jan - Mar),Merchant payments,101648378,79563412221
Gujarat,2022,Q1 (Jan - Mar),Peer-to-peer payments,77768758,292439274688
Gujarat,2022,Q1 (Jan - Mar),Recharge & bill payments,30473298,20042066374
Gujarat,2022,Q1 (Jan - Mar),Financial Services,160423,187077879
Gujarat,2022,Q1 (Jan - Mar),Others,496289,316261089
Haryana,2022,Q1 (Jan - Mar),Merchant payments,98346418,62565728158
Haryana,2022,Q1 (Jan - Mar),Peer-to-peer payments,74499889,263547240999
Haryana,2022,Q1 (Jan - Mar),Recharge & bill payments,18494827,14765350795
Haryana,2022,Q1 (Jan - Mar),Financial Services,107240,146586164
Haryana,2022,Q1 (Jan - Mar),Others,540235,279136534
Himachal Pradesh,2022,Q1 (Jan - Mar),Merchant payments,7030946,5558905677
Himachal Pradesh,2022,Q1 (Jan - Mar),Peer-to-peer payments,5718936,19473276901
Himachal Pradesh,2022,Q1 (Jan - Mar),Recharge & bill payments,3271665,1429960686
Himachal Pradesh,2022,Q1 (Jan - Mar),Financial Services,19314,24442138
Himachal Pradesh,2022,Q1 (Jan - Mar),Others,47319,31862035
Jammu & Kashmir,2022,Q1 (Jan - Mar),Peer-to-peer payments,6263588,25881919928
Jammu & Kashmir,2022,Q1 (Jan - Mar),Merchant payments,5769426,5903944370
Jammu & Kashmir,2022,Q1 (Jan - Mar),Recharge & bill payments,4046350,1253753685
Jammu & Kashmir,2022,Q1 (Jan - Mar),Financial Services,20506,28915576
Jammu & Kashmir,2022,Q1 (Jan - Mar),Others,145441,79330065
Jharkhand,2022,Q1 (Jan - Mar),Merchant payments,53218047,35404682302
Jharkhand,2022,Q1 (Jan - Mar),Peer-to-peer payments,45881799,153327336656
Jharkhand,2022,Q1 (Jan - Mar),Recharge & bill payments,11502811,5765898871
Jharkhand,2022,Q1 (Jan - Mar),Financial Services,67502,72095750
Jharkhand,2022,Q1 (Jan - Mar),Others,241051,130193505
Karnataka,2022,Q1 (Jan - Mar),Merchant payments,588543313,278109650949
Karnataka,2022,Q1 (Jan - Mar),Peer-to-peer payments,389491586,1243199329198
Karnataka,2022,Q1 (Jan - Mar),Recharge & bill payments,78206453,43891305256
Karnataka,2022,Q1 (Jan - Mar),Financial Services,384922,624857963
Karnataka,2022,Q1 (Jan - Mar),Others,1229133,824344937
Kerala,2022,Q1 (Jan - Mar),Merchant payments,47778743,28685388646
Kerala,2022,Q1 (Jan - Mar),Peer-to-peer payments,33089518,104623270223
Kerala,2022,Q1 (Jan - Mar),Recharge & bill payments,14042317,6373570715
Kerala,2022,Q1 (Jan - Mar),Financial Services,134370,158926455
Kerala,2022,Q1 (Jan - Mar),Others,236017,147786423
Ladakh,2022,Q1 (Jan - Mar),Peer-to-peer payments,343041,1685241980
Ladakh,2022,Q1 (Jan - Mar),Merchant payments,167100,279354508
Ladakh,2022,Q1 (Jan - Mar),Recharge & bill payments,116486,56203999
Ladakh,2022,Q1 (Jan - Mar),Financial Services,1247,2023327
Ladakh,2022,Q1 (Jan - Mar),Others,2141,2217102
Lakshadweep,2022,Q1 (Jan - Mar),Peer-to-peer payments,7913,48590864
Lakshadweep,2022,Q1 (Jan - Mar),Recharge & bill payments,5334,2322580
Lakshadweep,2022,Q1 (Jan - Mar),Merchant payments,3048,3838358
Lakshadweep,2022,Q1 (Jan - Mar),Financial Services,39,38274
Lakshadweep,2022,Q1 (Jan - Mar),Others,63,149355
Madhya Pradesh,2022,Q1 (Jan - Mar),Merchant payments,237691924,143310226696
Madhya Pradesh,2022,Q1 (Jan - Mar),Peer-to-peer payments,185008444,578201697703
Madhya Pradesh,2022,Q1 (Jan - Mar),Recharge & bill payments,48870314,25437774564
Madhya Pradesh,2022,Q1 (Jan - Mar),Financial Services,222923,219927120
Madhya Pradesh,2022,Q1 (Jan - Mar),Others,909453,495513514
Maharashtra,2022,Q1 (Jan - Mar),Merchant payments,646277671,340240479374
Maharashtra,2022,Q1 (Jan - Mar),Peer-to-peer payments,411989717,1274889182430
Maharashtra,2022,Q1 (Jan - Mar),Recharge & bill payments,108896881,64507860103
Maharashtra,2022,Q1 (Jan - Mar),Financial Services,583243,677612619
Maharashtra,2022,Q1 (Jan - Mar),Others,1758926,1084139453
Manipur,2022,Q1 (Jan - Mar),Peer-to-peer payments,2517626,12169368063
Manipur,2022,Q1 (Jan - Mar),Recharge & bill payments,1528476,469035958
Manipur,2022,Q1 (Jan - Mar),Merchant payments,1247205,1489604137
Manipur,2022,Q1 (Jan - Mar),Financial Services,4878,6057615
Manipur,2022,Q1 (Jan - Mar),Others,15494,10435303
Meghalaya,2022,Q1 (Jan - Mar),Peer-to-peer payments,801009,3899172008
Meghalaya,2022,Q1 (Jan - Mar),Recharge & bill payments,459530,192026788
Meghalaya,2022,Q1 (Jan - Mar),Merchant payments,405859,563004043
Meghalaya,2022,Q1 (Jan - Mar),Financial Services,2134,3019251
Meghalaya,2022,Q1 (Jan - Mar),Others,6218,5116238
Mizoram,2022,Q1 (Jan - Mar),Peer-to-peer payments,302740,1691281089
Mizoram,2022,Q1 (Jan - Mar),Recharge & bill payments,190137,76541062
Mizoram,2022,Q1 (Jan - Mar),Merchant payments,109669,174157725
Mizoram,2022,Q1 (Jan - Mar),Financial Services,731,1657575
Mizoram,2022,Q1 (Jan - Mar),Others,1640,1521510
Nagaland,2022,Q1 (Jan - Mar),Peer-to-peer payments,963378,4798355631
Nagaland,2022,Q1 (Jan - Mar),Recharge & bill payments,529038,175942440
Nagaland,2022,Q1 (Jan - Mar),Merchant payments,425336,563650239
Nagaland,2022,Q1 (Jan - Mar),Financial Services,2022,2503998
Nagaland,2022,Q1 (Jan - Mar),Others,6178,4499397
Odisha,2022,Q1 (Jan - Mar),Peer-to-peer payments,118999900,364447461107
Odisha,2022,Q1 (Jan - Mar),Merchant payments,118108271,74302051597
Odisha,2022,Q1 (Jan - Mar),Recharge & bill payments,26083549,12133153536
Odisha,2022,Q1 (Jan - Mar),Financial Services,102802,118946014
Odisha,2022,Q1 (Jan - Mar),Others,338977,225699523
Puducherry,2022,Q1 (Jan - Mar),Merchant payments,3723135,2199614586
Puducherry,2022,Q1 (Jan - Mar),Peer-to-peer payments,2901199,9407577501
Puducherry,2022,Q1 (Jan - Mar),Recharge & bill payments,715338,460522863
Puducherry,2022,Q1 (Jan - Mar),Financial Services,6203,8184455
Puducherry,2022,Q1 (Jan - Mar),Others,13301,7575497
Punjab,2022,Q1 (Jan - Mar),Merchant payments,25979197,23217511696
Punjab,2022,Q1 (Jan - Mar),Peer-to-peer payments,22354946,88645204328
Punjab,2022,Q1 (Jan - Mar),Recharge & bill payments,9188439,6317909908
Punjab,2022,Q1 (Jan - Mar),Financial Services,57561,83933665
Punjab,2022,Q1 (Jan - Mar),Others,178159,125418506
Rajasthan,2022,Q1 (Jan - Mar),Merchant payments,267467038,171182113048
Rajasthan,2022,Q1 (Jan - Mar),Peer-to-peer payments,241739380,814525435614
Rajasthan,2022,Q1 (Jan - Mar),Recharge & bill payments,54555117,35542881861
Rajasthan,2022,Q1 (Jan - Mar),Financial Services,244029,243340851
Rajasthan,2022,Q1 (Jan - Mar),Others,956656,556409604
Sikkim,2022,Q1 (Jan - Mar),Peer-to-peer payments,916940,3650961081
Sikkim,2022,Q1 (Jan - Mar),Merchant payments,449273,570784579
Sikkim,2022,Q1 (Jan - Mar),Recharge & bill payments,371579,139135962
Sikkim,2022,Q1 (Jan - Mar),Financial Services,2124,3062332
Sikkim,2022,Q1 (Jan - Mar),Others,4386,3487320
Tamil Nadu,2022,Q1 (Jan - Mar),Merchant payments,139788772,81798208975
Tamil Nadu,2022,Q1 (Jan - Mar),Peer-to-peer payments,119383791,409631710258
Tamil Nadu,2022,Q1 (Jan - Mar),Recharge & bill payments,34579431,20705079141
Tamil Nadu,2022,Q1 (Jan - Mar),Financial Services,241201,298216135
