State,Year,Quarter,Transaction_type,Total_transaction,Transaction_amount
Tripura,2021,Q1 (Jan - Mar),Financial Services,3146,2879929
Tripura,2021,Q1 (Jan - Mar),Others,5827,4281067
Uttar Pradesh,2021,Q1 (Jan - Mar),Peer-to-peer payments,85539321,321609613378
Uttar Pradesh,2021,Q1 (Jan - Mar),Merchant payments,78873969,55362244381
Uttar Pradesh,2021,Q1 (Jan - Mar),Recharge & bill payments,38981894,18563189222
Uttar Pradesh,2021,Q1 (Jan - Mar),Financial Services,250656,266104783
Uttar Pradesh,2021,Q1 (Jan - Mar),Others,853707,486435811
Uttarakhand,2021,Q1 (Jan - Mar),Merchant payments,8393767,5283142247
Uttarakhand,2021,Q1 (Jan - Mar),Peer-to-peer payments,7981710,29202365442
Uttarakhand,2021,Q1 (Jan - Mar),Recharge & bill payments,4146569,1727960484
Uttarakhand,2021,Q1 (Jan - Mar),Financial Services,30208,38400863
Uttarakhand,2021,Q1 (Jan - Mar),Others,56148,36320362
West Bengal,2021,Q1 (Jan - Mar),Peer-to-peer payments,53869075,202240249482
West Bengal,2021,Q1 (Jan - Mar),Merchant payments,37143701,28918343691
West Bengal,2021,Q1 (Jan - Mar),Recharge & bill payments,26673733,11339665944
West Bengal,2021,Q1 (Jan - Mar),Financial Services,166727,175445811
West Bengal,2021,Q1 (Jan - Mar),Others,400816,263502545
Andaman & Nicobar,2021,Q2 (Apr - Jun),Peer-to-peer payments,132772,748382044
Andaman & Nicobar,2021,Q2 (Apr - Jun),Recharge & bill payments,120911,43691961
Andaman & Nicobar,2021,Q2 (Apr - Jun),Merchant payments,85143,103707408
Andaman & Nicobar,2021,Q2 (Apr - Jun),Financial Services,960,2038521
Andaman & Nicobar,2021,Q2 (Apr - Jun),Others,1628,1327080
Andhra Pradesh,2021,Q2 (Apr - Jun),Peer-to-peer payments,189614879,737004484057
Andhra Pradesh,2021,Q2 (Apr - Jun),Merchant payments,112875274,88512429436
Andhra Pradesh,2021,Q2 (Apr - Jun),Recharge & bill payments,49626902,24646800345
Andhra Pradesh,2021,Q2 (Apr - Jun),Financial Services,243237,265483044
Andhra Pradesh,2021,Q2 (Apr - Jun),Others,406842,308302224
Arunachal Pradesh,2021,Q2 (Apr - Jun),Peer-to-peer payments,762946,4000960152
Arunachal Pradesh,2021,Q2 (Apr - Jun),Recharge & bill payments,556680,165579844
Arunachal Pradesh,2021,Q2 (Apr - Jun),Merchant payments,243375,283709438
Arunachal Pradesh,2021,Q2 (Apr - Jun),Financial Services,1582,2761076
Arunachal Pradesh,2021,Q2 (Apr - Jun),Others,3755,3415105
Assam,2021,Q2 (Apr - Jun),Peer-to-peer payments,11668399,51521387890
Assam,2021,Q2 (Apr - Jun),Recharge & bill payments,9058005,2657676415
Assam,2021,Q2 (Apr - Jun),Merchant payments,4562669,4914753140
Assam,2021,Q2 (Apr - Jun),Financial Services,49671,46106001
Assam,2021,Q2 (Apr - Jun),Others,94161,52549929
Bihar,2021,Q2 (Apr - Jun),Peer-to-peer payments,78694099,319758683264
Bihar,2021,Q2 (Apr - Jun),Merchant payments,44686786,43458914639
Bihar,2021,Q2 (Apr - Jun),Recharge & bill payments,31646149,11030849713
Bihar,2021,Q2 (Apr - Jun),Financial Services,149791,116086345
Bihar,2021,Q2 (Apr - Jun),Others,426797,215721223
Chandigarh,2021,Q2 (Apr - Jun),Merchant payments,1926913,1390989390
Chandigarh,2021,Q2 (Apr - Jun),Peer-to-peer payments,1663559,6541132352
Chandigarh,2021,Q2 (Apr - Jun),Recharge & bill payments,806710,467698864
Chandigarh,2021,Q2 (Apr - Jun),Financial Services,5502,7394941
Chandigarh,2021,Q2 (Apr - Jun),Others,14863,10458390
Chhattisgarh,2021,Q2 (Apr - Jun),Peer-to-peer payments,18387345,62134058797
Chhattisgarh,2021,Q2 (Apr - Jun),Merchant payments,15369311,12828590761
Chhattisgarh,2021,Q2 (Apr - Jun),Recharge & bill payments,10764784,3640692364
Chhattisgarh,2021,Q2 (Apr - Jun),Financial Services,40213,39620256
Chhattisgarh,2021,Q2 (Apr - Jun),Others,127767,85809079
Dadra and Nagar Haveli and Daman and Diu,2021,Q2 (Apr - Jun),Peer-to-peer payments,843550,2512913026
Dadra and Nagar Haveli and Daman and Diu,2021,Q2 (Apr - Jun),Merchant payments,802899,430487473
Dadra and Nagar Haveli and Daman and Diu,2021,Q2 (Apr - Jun),Recharge & bill payments,471136,208762964
Dadra and Nagar Haveli and Daman and Diu,2021,Q2 (Apr - Jun),Financial Services,1826,1763792
Dadra and Nagar Haveli and Daman and Diu,2021,Q2 (Apr - Jun),Others,5672,3741204
Delhi,2021,Q2 (Apr - Jun),Merchant payments,75620295,42933366743
Delhi,2021,Q2 (Apr - Jun),Peer-to-peer payments,68497718,223034955527
Delhi,2021,Q2 (Apr - Jun),Recharge & bill payments,25026678,15310096462
Delhi,2021,Q2 (Apr - Jun),Financial Services,158170,190019761
Delhi,2021,Q2 (Apr - Jun),Others,854403,472659189
Goa,2021,Q2 (Apr - Jun),Merchant payments,1869384,1411529033
Goa,2021,Q2 (Apr - Jun),Peer-to-peer payments,1866837,6195032351
Goa,2021,Q2 (Apr - Jun),Recharge & bill payments,953219,383804809
Goa,2021,Q2 (Apr - Jun),Financial Services,8303,12371843
Goa,2021,Q2 (Apr - Jun),Others,12392,10115549
Gujarat,2021,Q2 (Apr - Jun),Merchant payments,42593432,33542305033
Gujarat,2021,Q2 (Apr - Jun),Peer-to-peer payments,41642387,162483567902
Gujarat,2021,Q2 (Apr - Jun),Recharge & bill payments,27127405,13750783181
Gujarat,2021,Q2 (Apr - Jun),Financial Services,128647,136119996
Gujarat,2021,Q2 (Apr - Jun),Others,349525,249278437
Haryana,2021,Q2 (Apr - Jun),Merchant payments,45335533,29119078263
Haryana,2021,Q2 (Apr - Jun),Peer-to-peer payments,44086559,161073685336
Haryana,2021,Q2 (Apr - Jun),Recharge & bill payments,15861047,9839496894
Haryana,2021,Q2 (Apr - Jun),Financial Services,85821,97238136
Haryana,2021,Q2 (Apr - Jun),Others,311896,227855606
Himachal Pradesh,2021,Q2 (Apr - Jun),Peer-to-peer payments,3340531,13035543546
Himachal Pradesh,2021,Q2 (Apr - Jun),Recharge & bill payments,3216602,1045789841
Himachal Pradesh,2021,Q2 (Apr - Jun),Merchant payments,2883209,2378084375
Himachal Pradesh,2021,Q2 (Apr - Jun),Financial Services,14642,16428390
Himachal Pradesh,2021,Q2 (Apr - Jun),Others,28918,19788385
Jammu & Kashmir,2021,Q2 (Apr - Jun),Peer-to-peer payments,3955437,19502438177
Jammu & Kashmir,2021,Q2 (Apr - Jun),Recharge & bill payments,3568970,892467613
Jammu & Kashmir,2021,Q2 (Apr - Jun),Merchant payments,2378307,2343370985
Jammu & Kashmir,2021,Q2 (Apr - Jun),Financial Services,19432,21897796
Jammu & Kashmir,2021,Q2 (Apr - Jun),Others,105673,53580855
Jharkhand,2021,Q2 (Apr - Jun),Peer-to-peer payments,24184568,86037113965
Jharkhand,2021,Q2 (Apr - Jun),Merchant payments,19041292,14731458451
Jharkhand,2021,Q2 (Apr - Jun),Recharge & bill payments,10583445,3531023352
Jharkhand,2021,Q2 (Apr - Jun),Financial Services,54379,57959229
Jharkhand,2021,Q2 (Apr - Jun),Others,138461,75088312
Karnataka,2021,Q2 (Apr - Jun),Merchant payments,244460862,124624417935
Karnataka,2021,Q2 (Apr - Jun),Peer-to-peer payments,216539959,684035748184
Karnataka,2021,Q2 (Apr - Jun),Recharge & bill payments,68599238,28272314719
Karnataka,2021,Q2 (Apr - Jun),Financial Services,304779,456933673
Karnataka,2021,Q2 (Apr - Jun),Others,744208,497736717
Kerala,2021,Q2 (Apr - Jun),Peer-to-peer payments,17026648,58152644526
Kerala,2021,Q2 (Apr - Jun),Merchant payments,16135060,11263178335
Kerala,2021,Q2 (Apr - Jun),Recharge & bill payments,13809151,4645548909
Kerala,2021,Q2 (Apr - Jun),Financial Services,88830,88370679
Kerala,2021,Q2 (Apr - Jun),Others,131344,77063984
Ladakh,2021,Q2 (Apr - Jun),Peer-to-peer payments,209818,1259044412
Ladakh,2021,Q2 (Apr - Jun),Recharge & bill payments,95458,44754721
Ladakh,2021,Q2 (Apr - Jun),Merchant payments,92078,119608470
Ladakh,2021,Q2 (Apr - Jun),Financial Services,755,1756762
Ladakh,2021,Q2 (Apr - Jun),Others,1607,2094729
Lakshadweep,2021,Q2 (Apr - Jun),Recharge & bill payments,5499,1745295
Lakshadweep,2021,Q2 (Apr - Jun),Peer-to-peer payments,4069,23996417
Lakshadweep,2021,Q2 (Apr - Jun),Merchant payments,1743,1525331
Lakshadweep,2021,Q2 (Apr - Jun),Financial Services,29,15052
Lakshadweep,2021,Q2 (Apr - Jun),Others,44,101366
Madhya Pradesh,2021,Q2 (Apr - Jun),Peer-to-peer payments,99367521,348935762191
Madhya Pradesh,2021,Q2 (Apr - Jun),Merchant payments,77113464,58839392449
Madhya Pradesh,2021,Q2 (Apr - Jun),Recharge & bill payments,46118636,17230546398
Madhya Pradesh,2021,Q2 (Apr - Jun),Financial Services,188726,177313389
Madhya Pradesh,2021,Q2 (Apr - Jun),Others,526333,317753606
Maharashtra,2021,Q2 (Apr - Jun),Merchant payments,247194293,150864465217
Maharashtra,2021,Q2 (Apr - Jun),Peer-to-peer payments,228551961,719859665693
Maharashtra,2021,Q2 (Apr - Jun),Recharge & bill payments,96271138,43154405548
Maharashtra,2021,Q2 (Apr - Jun),Financial Services,504252,536780917
Maharashtra,2021,Q2 (Apr - Jun),Others,1094842,699738247
Manipur,2021,Q2 (Apr - Jun),Peer-to-peer payments,1372821,7041837917
Manipur,2021,Q2 (Apr - Jun),Recharge & bill payments,1187952,305103750
Manipur,2021,Q2 (Apr - Jun),Merchant payments,510734,531484849
Manipur,2021,Q2 (Apr - Jun),Financial Services,4165,4256098
Manipur,2021,Q2 (Apr - Jun),Others,10603,7145346
Meghalaya,2021,Q2 (Apr - Jun),Recharge & bill payments,389959,129031455
Meghalaya,2021,Q2 (Apr - Jun),Peer-to-peer payments,366411,1885041503
Meghalaya,2021,Q2 (Apr - Jun),Merchant payments,147406,173894963
Meghalaya,2021,Q2 (Apr - Jun),Financial Services,1766,2306496
Meghalaya,2021,Q2 (Apr - Jun),Others,4052,3342835
Mizoram,2021,Q2 (Apr - Jun),Peer-to-peer payments,173064,995581952
Mizoram,2021,Q2 (Apr - Jun),Recharge & bill payments,161763,56059844
Mizoram,2021,Q2 (Apr - Jun),Merchant payments,57877,69528721
Mizoram,2021,Q2 (Apr - Jun),Financial Services,611,710657
Mizoram,2021,Q2 (Apr - Jun),Others,1025,993297
Nagaland,2021,Q2 (Apr - Jun),Peer-to-peer payments,526966,2847731457
Nagaland,2021,Q2 (Apr - Jun),Recharge & bill payments,453979,126962524
Nagaland,2021,Q2 (Apr - Jun),Merchant payments,144413,176831583
Nagaland,2021,Q2 (Apr - Jun),Financial Services,1624,1785915
Nagaland,2021,Q2 (Apr - Jun),Others,3809,2982482
Odisha,2021,Q2 (Apr - Jun),Peer-to-peer payments,66929109,208405882369
Odisha,2021,Q2 (Apr - Jun),Merchant payments,39402607,29208847674
Odisha,2021,Q2 (Apr - Jun),Recharge & bill payments,25183699,8024323050
Odisha,2021,Q2 (Apr - Jun),Financial Services,102474,102761986
Odisha,2021,Q2 (Apr - Jun),Others,206448,122302396
Puducherry,2021,Q2 (Apr - Jun),Peer-to-peer payments,1581221,5266478797
Puducherry,2021,Q2 (Apr - Jun),Merchant payments,1437110,932602617
Puducherry,2021,Q2 (Apr - Jun),Recharge & bill payments,719252,289799593
Puducherry,2021,Q2 (Apr - Jun),Financial Services,4851,4980243
Puducherry,2021,Q2 (Apr - Jun),Others,8953,4973445
Punjab,2021,Q2 (Apr - Jun),Peer-to-peer payments,13180933,55282486111
Punjab,2021,Q2 (Apr - Jun),Merchant payments,11225598,9710508482
Punjab,2021,Q2 (Apr - Jun),Recharge & bill payments,7591039,4370756868
Punjab,2021,Q2 (Apr - Jun),Financial Services,46218,53309051
Punjab,2021,Q2 (Apr - Jun),Others,127460,113998049
Rajasthan,2021,Q2 (Apr - Jun),Peer-to-peer payments,139277445,467784146764
Rajasthan,2021,Q2 (Apr - Jun),Merchant payments,97860493,69922875807
Rajasthan,2021,Q2 (Apr - Jun),Recharge & bill payments,49501703,23387103755
Rajasthan,2021,Q2 (Apr - Jun),Financial Services,216441,186606893
Rajasthan,2021,Q2 (Apr - Jun),Others,620957,422031947
Sikkim,2021,Q2 (Apr - Jun),Peer-to-peer payments,473141,2125758496
Sikkim,2021,Q2 (Apr - Jun),Recharge & bill payments,345495,103846501
Sikkim,2021,Q2 (Apr - Jun),Merchant payments,153671,190473176
Sikkim,2021,Q2 (Apr - Jun),Financial Services,1865,2851874
Sikkim,2021,Q2 (Apr - Jun),Others,2542,1969531
Tamil Nadu,2021,Q2 (Apr - Jun),Peer-to-peer payments,60812902,216379027686
Tamil Nadu,2021,Q2 (Apr - Jun),Merchant payments,52048347,33504798112
Tamil Nadu,2021,Q2 (Apr - Jun),Recharge & bill payments,32753032,13155346942
Tamil Nadu,2021,Q2 (Apr - Jun),Financial Services,192614,225113402
Tamil Nadu,2021,Q2 (Apr - Jun),Others,351547,223054882
Telangana,2021,Q2 (Apr - Jun),Peer-to-peer payments,230861833,872151973637
Telangana,2021,Q2 (Apr - Jun),Merchant payments,205232899,123207789311
Telangana,2021,Q2 (Apr - Jun),Recharge & bill payments,58637866,31877277168
Telangana,2021,Q2 (Apr - Jun),Financial Services,278546,300569264
Telangana,2021,Q2 (Apr - Jun),Others,856400,420723415
Tripura,2021,Q2 (Apr - Jun),Peer-to-peer payments,703728,2865655130
Tripura,2021,Q2 (Apr - Jun),Recharge & bill payments,589839,189808502
Tripura,2021,Q2 (Apr - Jun),Merchant payments,440060,404915546
Tripura,2021,Q2 (Apr - Jun),Financial Services,3656,3503925
Tripura,2021,Q2 (Apr - Jun),Others,7146,4271255
Uttar Pradesh,2021,Q2 (Apr - Jun),Peer-to-peer payments,102927942,388761820128
Uttar Pradesh,2021,Q2 (Apr - Jun),Merchant payments,84860582,70351401159
Uttar Pradesh,2021,Q2 (Apr - Jun),Recharge & bill payments,53030710,22266927128
Uttar Pradesh,2021,Q2 (Apr - Jun),Financial Services,270944,266853066
Uttar Pradesh,2021,Q2 (Apr - Jun),Others,858953,525487682
Uttarakhand,2021,Q2 (Apr - Jun),Peer-to-peer payments,9374939,32674145244
Uttarakhand,2021,Q2 (Apr - Jun),Merchant payments,9134389,6257528832
Uttarakhand,2021,Q2 (Apr - Jun),Recharge & bill payments,5388285,1979824048
Uttarakhand,2021,Q2 (Apr - Jun),Financial Services,31497,35404991
Uttarakhand,2021,Q2 (Apr - Jun),Others,71322,43914757
West Bengal,2021,Q2 (Apr - Jun),Peer-to-peer payments,64661051,230812278789
West Bengal,2021,Q2 (Apr - Jun),Merchant payments,41696787,34787867208
West Bengal,2021,Q2 (Apr - Jun),Recharge & bill payments,34799709,13331453857
West Bengal,2021,Q2 (Apr - Jun),Financial Services,190537,186466487
West Bengal,2021,Q2 (Apr - Jun),Others,549353,316744715
Andaman & Nicobar,2021,Q3 (Jul - Sep),Peer-to-peer payments,192321,1077787837
Andaman & Nicobar,2021,Q3 (Jul - Sep),Recharge & bill payments,136010,51243450
Andaman & Nicobar,2021,Q3 (Jul - Sep),Merchant payments,118340,176991328
Andaman & Nicobar,2021,Q3 (Jul - Sep),Financial Services,990,2351013
Andaman & Nicobar,2021,Q3 (Jul - Sep),Others,2103,1650766
Andhra Pradesh,2021,Q3 (Jul - Sep),Peer-to-peer payments,221280317,837841124664
Andhra Pradesh,2021,Q3 (Jul - Sep),Merchant payments,158290953,118164377968
Andhra Pradesh,2021,Q3 (Jul - Sep),Recharge & bill payments,51702350,27511344958
Andhra Pradesh,2021,Q3 (Jul - Sep),Financial Services,211171,297239697
Andhra Pradesh,2021,Q3 (Jul - Sep),Others,547759,403948275
Arunachal Pradesh,2021,Q3 (Jul - Sep),Peer-to-peer payments,986088,5033603845
Arunachal Pradesh,2021,Q3 (Jul - Sep),Recharge & bill payments,600102,187390578
Arunachal Pradesh,2021,Q3 (Jul - Sep),Merchant payments,314658,449869060
Arunachal Pradesh,2021,Q3 (Jul - Sep),Financial Services,1934,3348547
Arunachal Pradesh,2021,Q3 (Jul - Sep),Others,4185,3912143
Assam,2021,Q3 (Jul - Sep),Peer-to-peer payments,15617592,64131823895
Assam,2021,Q3 (Jul - Sep),Recharge & bill payments,10284267,3248364164
Assam,2021,Q3 (Jul - Sep),Merchant payments,7431371,8208706348
Assam,2021,Q3 (Jul - Sep),Financial Services,39479,43889820
Assam,2021,Q3 (Jul - Sep),Others,131732,67715045
Bihar,2021,Q3 (Jul - Sep),Peer-to-peer payments,92785704,331514102784
Bihar,2021,Q3 (Jul - Sep),Merchant payments,64094961,53849745604
Bihar,2021,Q3 (Jul - Sep),Recharge & bill payments,30081746,11327303470
Bihar,2021,Q3 (Jul - Sep),Financial Services,135748,130349071
Bihar,2021,Q3 (Jul - Sep),Others,572954,241260025
Chandigarh,2021,Q3 (Jul - Sep),Merchant payments,3179506,2245390329
Chandigarh,2021,Q3 (Jul - Sep),Peer-to-peer payments,2434417,8927868098
Chandigarh,2021,Q3 (Jul - Sep),Recharge & bill payments,1008585,620437997
Chandigarh,2021,Q3 (Jul - Sep),Financial Services,5700,7960844
Chandigarh,2021,Q3 (Jul - Sep),Others,21170,14225734
Chhattisgarh,2021,Q3 (Jul - Sep),Merchant payments,27552743,19905616746
Chhattisgarh,2021,Q3 (Jul - Sep),Peer-to-peer payments,25447410,80506858751
Chhattisgarh,2021,Q3 (Jul - Sep),Recharge & bill payments,11039088,4045490947
Chhattisgarh,2021,Q3 (Jul - Sep),Financial Services,38817,48855662
Chhattisgarh,2021,Q3 (Jul - Sep),Others,159880,99286155
Dadra and Nagar Haveli and Daman and Diu,2021,Q3 (Jul - Sep),Merchant payments,1312241,706774071
Dadra and Nagar Haveli and Daman and Diu,2021,Q3 (Jul - Sep),Peer-to-peer payments,1262732,3339347400
Dadra and Nagar Haveli and Daman and Diu,2021,Q3 (Jul - Sep),Recharge & bill payments,544322,253199754
Dadra and Nagar Haveli and Daman and Diu,2021,Q3 (Jul - Sep),Financial Services,2065,2252116
Dadra and Nagar Haveli and Daman and Diu,2021,Q3 (Jul - Sep),Others,8110,4365759
Delhi,2021,Q3 (Jul - Sep),Merchant payments,115250887,64006915630
Delhi,2021,Q3 (Jul - Sep),Peer-to-peer payments,93292876,298005532606
Delhi,2021,Q3 (Jul - Sep),Recharge & bill payments,28427032,20934734871
Delhi,2021,Q3 (Jul - Sep),Financial Services,144460,220660990
Delhi,2021,Q3 (Jul - Sep),Others,1645353,690472449
Goa,2021,Q3 (Jul - Sep),Merchant payments,2865625,2143135314
Goa,2021,Q3 (Jul - Sep),Peer-to-peer payments,2560305,7871092673
Goa,2021,Q3 (Jul - Sep),Recharge & bill payments,1017351,438838003
Goa,2021,Q3 (Jul - Sep),Financial Services,8337,12943224
Goa,2021,Q3 (Jul - Sep),Others,16145,12416377
Gujarat,2021,Q3 (Jul - Sep),Merchant payments,62934471,48197579736
Gujarat,2021,Q3 (Jul - Sep),Peer-to-peer payments,56134212,208013326600
Gujarat,2021,Q3 (Jul - Sep),Recharge & bill payments,29580901,15945997372
Gujarat,2021,Q3 (Jul - Sep),Financial Services,125167,163304131
Gujarat,2021,Q3 (Jul - Sep),Others,473656,304418273
Haryana,2021,Q3 (Jul - Sep),Merchant payments,66885213,40190922826
Haryana,2021,Q3 (Jul - Sep),Peer-to-peer payments,55929958,188548678300
Haryana,2021,Q3 (Jul - Sep),Recharge & bill payments,17087955,11681457468
Haryana,2021,Q3 (Jul - Sep),Financial Services,77496,116592181
Haryana,2021,Q3 (Jul - Sep),Others,479071,289441481
Himachal Pradesh,2021,Q3 (Jul - Sep),Peer-to-peer payments,4455153,16560383923
Himachal Pradesh,2021,Q3 (Jul - Sep),Merchant payments,4198808,3524434949
Himachal Pradesh,2021,Q3 (Jul - Sep),Recharge & bill payments,3359406,1178802736
Himachal Pradesh,2021,Q3 (Jul - Sep),Financial Services,14497,22805774
Himachal Pradesh,2021,Q3 (Jul - Sep),Others,36303,23834687
Jammu & Kashmir,2021,Q3 (Jul - Sep),Peer-to-peer payments,5621108,26562997915
Jammu & Kashmir,2021,Q3 (Jul - Sep),Recharge & bill payments,4192099,1126801385
Jammu & Kashmir,2021,Q3 (Jul - Sep),Merchant payments,3197489,3818849262
Jammu & Kashmir,2021,Q3 (Jul - Sep),Financial Services,16071,27585395
Jammu & Kashmir,2021,Q3 (Jul - Sep),Others,124274,62209689
Jharkhand,2021,Q3 (Jul - Sep),Peer-to-peer payments,30113326,97742557031
Jharkhand,2021,Q3 (Jul - Sep),Merchant payments,29687162,19954619973
Jharkhand,2021,Q3 (Jul - Sep),Recharge & bill payments,10742405,4029136911
Jharkhand,2021,Q3 (Jul - Sep),Financial Services,51289,65035270
Jharkhand,2021,Q3 (Jul - Sep),Others,201520,99665931
Karnataka,2021,Q3 (Jul - Sep),Merchant payments,391381353,190563423840
Karnataka,2021,Q3 (Jul - Sep),Peer-to-peer payments,288462867,908138627418
Karnataka,2021,Q3 (Jul - Sep),Recharge & bill payments,72168311,33386709060
Karnataka,2021,Q3 (Jul - Sep),Financial Services,286685,508051800
Karnataka,2021,Q3 (Jul - Sep),Others,997323,637927036
Kerala,2021,Q3 (Jul - Sep),Merchant payments,25402350,17877677018
Kerala,2021,Q3 (Jul - Sep),Peer-to-peer payments,23378091,78598482305
Kerala,2021,Q3 (Jul - Sep),Recharge & bill payments,13979407,5008396079
Kerala,2021,Q3 (Jul - Sep),Financial Services,85730,101460242
Kerala,2021,Q3 (Jul - Sep),Others,182688,100146127
Ladakh,2021,Q3 (Jul - Sep),Peer-to-peer payments,330919,1917311078
Ladakh,2021,Q3 (Jul - Sep),Merchant payments,135108,233260756
Ladakh,2021,Q3 (Jul - Sep),Recharge & bill payments,121856,58750081
Ladakh,2021,Q3 (Jul - Sep),Financial Services,900,1911625
Ladakh,2021,Q3 (Jul - Sep),Others,2204,2751201
Lakshadweep,2021,Q3 (Jul - Sep),Peer-to-peer payments,5687,34142107
Lakshadweep,2021,Q3 (Jul - Sep),Recharge & bill payments,5153,1700287
Lakshadweep,2021,Q3 (Jul - Sep),Merchant payments,2450,2750367
Lakshadweep,2021,Q3 (Jul - Sep),Financial Services,48,137227
Lakshadweep,2021,Q3 (Jul - Sep),Others,32,73174
Madhya Pradesh,2021,Q3 (Jul - Sep),Merchant payments,138433772,85885669792
Madhya Pradesh,2021,Q3 (Jul - Sep),Peer-to-peer payments,127654821,398912712886
Madhya Pradesh,2021,Q3 (Jul - Sep),Recharge & bill payments,44437315,19025346050
Madhya Pradesh,2021,Q3 (Jul - Sep),Financial Services,174454,180366422
Madhya Pradesh,2021,Q3 (Jul - Sep),Others,742972,408508699
Maharashtra,2021,Q3 (Jul - Sep),Merchant payments,390051884,216701984638
