State,District,Year,Quarter,Register,App_opened
Manipur,noney district,2018,Q1 (Jan - Mar),216,0
Manipur,imphal east district,2018,Q1 (Jan - Mar),6759,0
Manipur,thoubal district,2018,Q1 (Jan - Mar),2764,0
Manipur,kakching district,2018,Q1 (Jan - Mar),915,0
Manipur,jiribam district,2018,Q1 (Jan - Mar),460,0
Manipur,ukhrul district,2018,Q1 (Jan - Mar),602,0
Manipur,tamenglong district,2018,Q1 (Jan - Mar),550,0
Manipur,kamjong district,2018,Q1 (Jan - Mar),108,0
Manipur,chandel district,2018,Q1 (Jan - Mar),452,0
Manipur,bishnupur district,2018,Q1 (Jan - Mar),2371,0
Manipur,senapati district,2018,Q1 (Jan - Mar),85,0
Manipur,pherzawl district,2018,Q1 (Jan - Mar),24,0
Manipur,churachandpur district,2018,Q1 (Jan - Mar),1524,0
Manipur,tengnoupal district,2018,Q1 (Jan - Mar),352,0
Manipur,imphal west district,2018,Q1 (Jan - Mar),11304,0
Meghalaya,north garo hills district,2018,Q1 (Jan - Mar),254,0
Meghalaya,south west khasi hills district,2018,Q1 (Jan - Mar),55,0
Meghalaya,west garo hills district,2018,Q1 (Jan - Mar),3671,0
Meghalaya,south garo hills district,2018,Q1 (Jan - Mar),343,0
Meghalaya,east jaintia hills district,2018,Q1 (Jan - Mar),1419,0
Meghalaya,south west garo hills district,2018,Q1 (Jan - Mar),299,0
Meghalaya,east khasi hills district,2018,Q1 (Jan - Mar),9310,0
Meghalaya,east garo hills district,2018,Q1 (Jan - Mar),236,0
Meghalaya,ribhoi district,2018,Q1 (Jan - Mar),1891,0
Meghalaya,west jaintia hills district,2018,Q1 (Jan - Mar),736,0
Meghalaya,west khasi hills district,2018,Q1 (Jan - Mar),299,0
Mizoram,serchhip district,2018,Q1 (Jan - Mar),299,0
Mizoram,aizawl district,2018,Q1 (Jan - Mar),4550,0
Mizoram,lunglei district,2018,Q1 (Jan - Mar),879,0
Mizoram,mamit district,2018,Q1 (Jan - Mar),316,0
Mizoram,lawngtlai district,2018,Q1 (Jan - Mar),474,0
Mizoram,kolasib district,2018,Q1 (Jan - Mar),486,0
Mizoram,champhai district,2018,Q1 (Jan - Mar),358,0
Mizoram,saiha district,2018,Q1 (Jan - Mar),231,0
Nagaland,mon district,2018,Q1 (Jan - Mar),525,0
Nagaland,phek district,2018,Q1 (Jan - Mar),487,0
Nagaland,longleng district,2018,Q1 (Jan - Mar),121,0
Nagaland,mokokchung district,2018,Q1 (Jan - Mar),1043,0
Nagaland,kiphire district,2018,Q1 (Jan - Mar),168,0
Nagaland,kohima district,2018,Q1 (Jan - Mar),3036,0
Nagaland,tuensang district,2018,Q1 (Jan - Mar),377,0
Nagaland,peren district,2018,Q1 (Jan - Mar),218,0
Nagaland,dimapur district,2018,Q1 (Jan - Mar),8249,0
Nagaland,zunheboto district,2018,Q1 (Jan - Mar),385,0
Nagaland,wokha district,2018,Q1 (Jan - Mar),465,0
Odisha,rayagada district,2018,Q1 (Jan - Mar),21756,0
Odisha,koraput district,2018,Q1 (Jan - Mar),25395,0
Odisha,malkangiri district,2018,Q1 (Jan - Mar),5396,0
Odisha,sambalpur district,2018,Q1 (Jan - Mar),47017,0
Odisha,kalahandi district,2018,Q1 (Jan - Mar),30605,0
Odisha,anugul district,2018,Q1 (Jan - Mar),56617,0
Odisha,ganjam district,2018,Q1 (Jan - Mar),126158,0
Odisha,jajapur district,2018,Q1 (Jan - Mar),81133,0
Odisha,bargarh district,2018,Q1 (Jan - Mar),32489,0
Odisha,dhenkanal district,2018,Q1 (Jan - Mar),46024,0
Odisha,bhadrak district,2018,Q1 (Jan - Mar),58050,0
Odisha,nuapada district,2018,Q1 (Jan - Mar),8252,0
Odisha,kendujhar district,2018,Q1 (Jan - Mar),58968,0
Odisha,mayurbhanj district,2018,Q1 (Jan - Mar),50472,0
Odisha,jharsuguda district,2018,Q1 (Jan - Mar),32514,0
Odisha,kandhamal district,2018,Q1 (Jan - Mar),10809,0
Odisha,deogarh district,2018,Q1 (Jan - Mar),5322,0
Odisha,sundargarh district,2018,Q1 (Jan - Mar),75201,0
Odisha,jagatsinghapur district,2018,Q1 (Jan - Mar),49264,0
Odisha,balangir district,2018,Q1 (Jan - Mar),35271,0
Odisha,baleshwar district,2018,Q1 (Jan - Mar),100919,0
Odisha,puri district,2018,Q1 (Jan - Mar),69923,0
Odisha,sonepur district,2018,Q1 (Jan - Mar),15900,0
Odisha,khordha district,2018,Q1 (Jan - Mar),308390,0
Odisha,boudh district,2018,Q1 (Jan - Mar),9077,0
Odisha,gajapati district,2018,Q1 (Jan - Mar),9743,0
Odisha,nayagarh district,2018,Q1 (Jan - Mar),33533,0
Odisha,nabarangpur district,2018,Q1 (Jan - Mar),9466,0
Odisha,kendrapara district,2018,Q1 (Jan - Mar),44379,0
Odisha,cuttack district,2018,Q1 (Jan - Mar),135972,0
Puducherry,karaikal district,2018,Q1 (Jan - Mar),3628,0
Puducherry,puducherry district,2018,Q1 (Jan - Mar),42117,0
Puducherry,yanam district,2018,Q1 (Jan - Mar),2500,0
Puducherry,mahe district,2018,Q1 (Jan - Mar),1073,0
Punjab,shahid bhagat singh nagar district,2018,Q1 (Jan - Mar),7519,0
Punjab,fazilka district,2018,Q1 (Jan - Mar),44823,0
Punjab,barnala district,2018,Q1 (Jan - Mar),12242,0
Punjab,mansa district,2018,Q1 (Jan - Mar),20521,0
Punjab,ludhiana district,2018,Q1 (Jan - Mar),168625,0
Punjab,sri muktsar sahib district,2018,Q1 (Jan - Mar),21239,0
Punjab,patiala district,2018,Q1 (Jan - Mar),66507,0
Punjab,pathankot district,2018,Q1 (Jan - Mar),20420,0
Punjab,fatehgarh sahib district,2018,Q1 (Jan - Mar),14764,0
Punjab,rupnagar district,2018,Q1 (Jan - Mar),17004,0
Punjab,tarn taran district,2018,Q1 (Jan - Mar),11244,0
Punjab,sas nagar district,2018,Q1 (Jan - Mar),121113,0
Punjab,sangrur district,2018,Q1 (Jan - Mar),37485,0
Punjab,jalandhar district,2018,Q1 (Jan - Mar),57808,0
Punjab,bathinda district,2018,Q1 (Jan - Mar),52466,0
Punjab,kapurthala district,2018,Q1 (Jan - Mar),18281,0
Punjab,firozepur district,2018,Q1 (Jan - Mar),19987,0
Punjab,gurdaspur district,2018,Q1 (Jan - Mar),21372,0
Punjab,amritsar district,2018,Q1 (Jan - Mar),59685,0
Punjab,faridkot district,2018,Q1 (Jan - Mar),14795,0
Punjab,hoshiarpur district,2018,Q1 (Jan - Mar),25348,0
Punjab,moga district,2018,Q1 (Jan - Mar),13894,0
Rajasthan,pali district,2018,Q1 (Jan - Mar),61805,0
Rajasthan,ganganagar district,2018,Q1 (Jan - Mar),89175,0
Rajasthan,churu district,2018,Q1 (Jan - Mar),65574,0
Rajasthan,jaipur district,2018,Q1 (Jan - Mar),900773,0
Rajasthan,baran district,2018,Q1 (Jan - Mar),34380,0
Rajasthan,bhilwara district,2018,Q1 (Jan - Mar),111753,0
Rajasthan,banswara district,2018,Q1 (Jan - Mar),18977,0
Rajasthan,dungarpur district,2018,Q1 (Jan - Mar),17191,0
Rajasthan,tonk district,2018,Q1 (Jan - Mar),51391,0
Rajasthan,jodhpur district,2018,Q1 (Jan - Mar),172648,0
Rajasthan,karauli district,2018,Q1 (Jan - Mar),38670,0
Rajasthan,udaipur district,2018,Q1 (Jan - Mar),111919,0
Rajasthan,dausa district,2018,Q1 (Jan - Mar),75701,0
Rajasthan,nagaur district,2018,Q1 (Jan - Mar),101581,0
Rajasthan,bharatpur district,2018,Q1 (Jan - Mar),68429,0
Rajasthan,barmer district,2018,Q1 (Jan - Mar),60424,0
Rajasthan,ajmer district,2018,Q1 (Jan - Mar),118458,0
Rajasthan,chittorgarh district,2018,Q1 (Jan - Mar),59344,0
Rajasthan,hanumangarh district,2018,Q1 (Jan - Mar),61196,0
Rajasthan,pratapgarh district,2018,Q1 (Jan - Mar),13060,0
Rajasthan,sawai madhopur district,2018,Q1 (Jan - Mar),54942,0
Rajasthan,jalore district,2018,Q1 (Jan - Mar),35230,0
Rajasthan,bikaner district,2018,Q1 (Jan - Mar),86986,0
Rajasthan,sikar district,2018,Q1 (Jan - Mar),133983,0
Rajasthan,dholpur district,2018,Q1 (Jan - Mar),22160,0
Rajasthan,sirohi district,2018,Q1 (Jan - Mar),30697,0
Rajasthan,rajsamand district,2018,Q1 (Jan - Mar),29111,0
Rajasthan,jaisalmer district,2018,Q1 (Jan - Mar),21619,0
Rajasthan,bundi district,2018,Q1 (Jan - Mar),33190,0
Rajasthan,jhalawar district,2018,Q1 (Jan - Mar),34416,0
Rajasthan,alwar district,2018,Q1 (Jan - Mar),203096,0
Rajasthan,kota district,2018,Q1 (Jan - Mar),141411,0
Rajasthan,jhunjhunu district,2018,Q1 (Jan - Mar),98912,0
Sikkim,south district,2018,Q1 (Jan - Mar),3679,0
Sikkim,west district,2018,Q1 (Jan - Mar),2048,0
Sikkim,east district,2018,Q1 (Jan - Mar),12749,0
Sikkim,north district,2018,Q1 (Jan - Mar),1575,0
Tamil Nadu,tiruchirappalli district,2018,Q1 (Jan - Mar),62230,0
Tamil Nadu,ramanathapuram district,2018,Q1 (Jan - Mar),14636,0
Tamil Nadu,krishnagiri district,2018,Q1 (Jan - Mar),66958,0
Tamil Nadu,cuddalore district,2018,Q1 (Jan - Mar),43486,0
Tamil Nadu,kancheepuram district,2018,Q1 (Jan - Mar),136352,0
Tamil Nadu,tiruppur district,2018,Q1 (Jan - Mar),87652,0
Tamil Nadu,dharmapuri district,2018,Q1 (Jan - Mar),33682,0
Tamil Nadu,thoothukkudi district,2018,Q1 (Jan - Mar),25509,0
Tamil Nadu,thanjavur district,2018,Q1 (Jan - Mar),36258,0
Tamil Nadu,madurai district,2018,Q1 (Jan - Mar),72582,0
Tamil Nadu,tiruvannamalai district,2018,Q1 (Jan - Mar),40279,0
Tamil Nadu,salem district,2018,Q1 (Jan - Mar),88288,0
Tamil Nadu,nagapattinam district,2018,Q1 (Jan - Mar),15626,0
Tamil Nadu,tirupathur district,2018,Q1 (Jan - Mar),25242,0
Tamil Nadu,ariyalur district,2018,Q1 (Jan - Mar),9211,0
Tamil Nadu,chennai district,2018,Q1 (Jan - Mar),292004,0
Tamil Nadu,the nilgiris district,2018,Q1 (Jan - Mar),13351,0
Tamil Nadu,erode district,2018,Q1 (Jan - Mar),53761,0
Tamil Nadu,karur district,2018,Q1 (Jan - Mar),19098,0
Tamil Nadu,kallakkurichi district,2018,Q1 (Jan - Mar),20750,0
Tamil Nadu,viluppuram district,2018,Q1 (Jan - Mar),31546,0
Tamil Nadu,pudukkottai district,2018,Q1 (Jan - Mar),16067,0
Tamil Nadu,perambalur district,2018,Q1 (Jan - Mar),8476,0
Tamil Nadu,coimbatore district,2018,Q1 (Jan - Mar),170306,0
Tamil Nadu,virudhunagar district,2018,Q1 (Jan - Mar),27079,0
Tamil Nadu,dindigul district,2018,Q1 (Jan - Mar),34025,0
Tamil Nadu,sivaganga district,2018,Q1 (Jan - Mar),16919,0
Tamil Nadu,tenkasi district,2018,Q1 (Jan - Mar),15000,0
Tamil Nadu,chengalpattu district,2018,Q1 (Jan - Mar),215210,0
Tamil Nadu,kanniyakumari district,2018,Q1 (Jan - Mar),28347,0
Tamil Nadu,tirunelveli district,2018,Q1 (Jan - Mar),28006,0
Tamil Nadu,thiruvallur district,2018,Q1 (Jan - Mar),215622,0
Tamil Nadu,theni district,2018,Q1 (Jan - Mar),18253,0
Tamil Nadu,ranipet district,2018,Q1 (Jan - Mar),31107,0
Tamil Nadu,namakkal district,2018,Q1 (Jan - Mar),38529,0
Tamil Nadu,vellore district,2018,Q1 (Jan - Mar),42137,0
Tamil Nadu,thiruvarur district,2018,Q1 (Jan - Mar),11170,0
Telangana,narayanpet district,2018,Q1 (Jan - Mar),13945,0
Telangana,nalgonda district,2018,Q1 (Jan - Mar),84459,0
Telangana,jangaon district,2018,Q1 (Jan - Mar),30373,0
Telangana,bhadradri kothagudem district,2018,Q1 (Jan - Mar),57366,0
Telangana,warangal rural district,2018,Q1 (Jan - Mar),36701,0
Telangana,kumuram bheem asifabad district,2018,Q1 (Jan - Mar),13448,0
Telangana,nizamabad district,2018,Q1 (Jan - Mar),77516,0
Telangana,adilabad district,2018,Q1 (Jan - Mar),20180,0
Telangana,rajanna sircilla district,2018,Q1 (Jan - Mar),32891,0
Telangana,nagarkurnool district,2018,Q1 (Jan - Mar),32570,0
Telangana,peddapalle district,2018,Q1 (Jan - Mar),67418,0
Telangana,nirmal district,2018,Q1 (Jan - Mar),25519,0
Telangana,mahabubabad district,2018,Q1 (Jan - Mar),32847,0
Telangana,sangareddy district,2018,Q1 (Jan - Mar),142807,0
Telangana,wanaparthy district,2018,Q1 (Jan - Mar),20785,0
Telangana,vikarabad district,2018,Q1 (Jan - Mar),29719,0
Telangana,jagtial district,2018,Q1 (Jan - Mar),51382,0
Telangana,yadadri bhuvanagiri district,2018,Q1 (Jan - Mar),45267,0
Telangana,medak district,2018,Q1 (Jan - Mar),29694,0
Telangana,mahbubnagar district,2018,Q1 (Jan - Mar),45445,0
Telangana,jaya shankar bhalupally district,2018,Q1 (Jan - Mar),21824,0
Telangana,warangal urban district,2018,Q1 (Jan - Mar),133840,0
Telangana,rangareddy district,2018,Q1 (Jan - Mar),635175,0
Telangana,hyderabad district,2018,Q1 (Jan - Mar),655175,0
Telangana,suryapet district,2018,Q1 (Jan - Mar),52906,0
Telangana,jogulamba gadwal district,2018,Q1 (Jan - Mar),21686,0
Telangana,kamareddy district,2018,Q1 (Jan - Mar),38028,0
Telangana,mulugu district,2018,Q1 (Jan - Mar),10977,0
Telangana,medchal malkajgiri district,2018,Q1 (Jan - Mar),549429,0
Telangana,karimnagar district,2018,Q1 (Jan - Mar),100028,0
Telangana,mancherial district,2018,Q1 (Jan - Mar),59684,0
Telangana,siddipet district,2018,Q1 (Jan - Mar),61535,0
Telangana,khammam district,2018,Q1 (Jan - Mar),84941,0
Tripura,unakoti district,2018,Q1 (Jan - Mar),2484,0
Tripura,khowai district,2018,Q1 (Jan - Mar),3017,0
Tripura,sepahijala district,2018,Q1 (Jan - Mar),4664,0
Tripura,north tripura district,2018,Q1 (Jan - Mar),4432,0
Tripura,dhalai district,2018,Q1 (Jan - Mar),3448,0
Tripura,south tripura district,2018,Q1 (Jan - Mar),5361,0
Tripura,gomati district,2018,Q1 (Jan - Mar),4509,0
Tripura,west tripura district,2018,Q1 (Jan - Mar),27242,0
Uttar Pradesh,amethi district,2018,Q1 (Jan - Mar),28949,0
Uttar Pradesh,siddharthnagar district,2018,Q1 (Jan - Mar),24858,0
Uttar Pradesh,auraiya district,2018,Q1 (Jan - Mar),21705,0
Uttar Pradesh,sambhal district,2018,Q1 (Jan - Mar),22039,0
Uttar Pradesh,kanpur nagar district,2018,Q1 (Jan - Mar),208389,0
Uttar Pradesh,aligarh district,2018,Q1 (Jan - Mar),84375,0
Uttar Pradesh,mahoba district,2018,Q1 (Jan - Mar),12930,0
Uttar Pradesh,lucknow district,2018,Q1 (Jan - Mar),380070,0
Uttar Pradesh,sant kabeer nagar district,2018,Q1 (Jan - Mar),19906,0
Uttar Pradesh,hathras district,2018,Q1 (Jan - Mar),24848,0
Uttar Pradesh,budaun district,2018,Q1 (Jan - Mar),28217,0
Uttar Pradesh,moradabad district,2018,Q1 (Jan - Mar),57057,0
Uttar Pradesh,kushinagar district,2018,Q1 (Jan - Mar),60631,0
Uttar Pradesh,baghpat district,2018,Q1 (Jan - Mar),27155,0
Uttar Pradesh,shahjahanpur district,2018,Q1 (Jan - Mar),39155,0
Uttar Pradesh,muzaffarnagar district,2018,Q1 (Jan - Mar),56136,0
Uttar Pradesh,ambedkar nagar district,2018,Q1 (Jan - Mar),36853,0
Uttar Pradesh,bahraich district,2018,Q1 (Jan - Mar),23003,0
Uttar Pradesh,jalaun district,2018,Q1 (Jan - Mar),32085,0
Uttar Pradesh,rampur district,2018,Q1 (Jan - Mar),30312,0
Uttar Pradesh,ballia district,2018,Q1 (Jan - Mar),59431,0
Uttar Pradesh,shravasti district,2018,Q1 (Jan - Mar),5380,0
Uttar Pradesh,kasganj district,2018,Q1 (Jan - Mar),15670,0
Uttar Pradesh,varanasi district,2018,Q1 (Jan - Mar),206788,0
Uttar Pradesh,gautam buddha nagar district,2018,Q1 (Jan - Mar),448768,0
Uttar Pradesh,basti district,2018,Q1 (Jan - Mar),38586,0
Uttar Pradesh,shamli district,2018,Q1 (Jan - Mar),23247,0
Uttar Pradesh,maharajganj district,2018,Q1 (Jan - Mar),33481,0
Uttar Pradesh,etawah district,2018,Q1 (Jan - Mar),28534,0
Uttar Pradesh,etah district,2018,Q1 (Jan - Mar),19926,0
Uttar Pradesh,banda district,2018,Q1 (Jan - Mar),18718,0
Uttar Pradesh,bijnor district,2018,Q1 (Jan - Mar),52039,0
Uttar Pradesh,hardoi district,2018,Q1 (Jan - Mar),33813,0
Uttar Pradesh,balrampur district,2018,Q1 (Jan - Mar),13778,0
Uttar Pradesh,amroha district,2018,Q1 (Jan - Mar),27497,0
Uttar Pradesh,pilibhit district,2018,Q1 (Jan - Mar),28407,0
Uttar Pradesh,mainpuri district,2018,Q1 (Jan - Mar),25568,0
Uttar Pradesh,kanpur dehat district,2018,Q1 (Jan - Mar),18293,0
Uttar Pradesh,jaunpur district,2018,Q1 (Jan - Mar),78930,0
Uttar Pradesh,kaushambi district,2018,Q1 (Jan - Mar),12102,0
Uttar Pradesh,hapur district,2018,Q1 (Jan - Mar),34731,0
Uttar Pradesh,hamirpur district,2018,Q1 (Jan - Mar),16985,0
Uttar Pradesh,meerut district,2018,Q1 (Jan - Mar),123619,0
Uttar Pradesh,mathura district,2018,Q1 (Jan - Mar),70100,0
Uttar Pradesh,chitrakoot district,2018,Q1 (Jan - Mar),10679,0
Uttar Pradesh,lalitpur district,2018,Q1 (Jan - Mar),20957,0
Uttar Pradesh,mau district,2018,Q1 (Jan - Mar),36792,0
Uttar Pradesh,mirzapur district,2018,Q1 (Jan - Mar),39327,0
Uttar Pradesh,bulandshahr district,2018,Q1 (Jan - Mar),60527,0
Uttar Pradesh,gonda district,2018,Q1 (Jan - Mar),34648,0
Uttar Pradesh,jhansi district,2018,Q1 (Jan - Mar),74623,0
Uttar Pradesh,chandauli district,2018,Q1 (Jan - Mar),38971,0
Uttar Pradesh,bhadohi district,2018,Q1 (Jan - Mar),29109,0
Uttar Pradesh,pratapgarh district,2018,Q1 (Jan - Mar),41557,0
Uttar Pradesh,saharanpur district,2018,Q1 (Jan - Mar),73819,0
Uttar Pradesh,bara banki district,2018,Q1 (Jan - Mar),36150,0
Uttar Pradesh,bareilly district,2018,Q1 (Jan - Mar),112369,0
Uttar Pradesh,sitapur district,2018,Q1 (Jan - Mar),39869,0
Uttar Pradesh,sultanpur district,2018,Q1 (Jan - Mar),38698,0
Uttar Pradesh,agra district,2018,Q1 (Jan - Mar),148387,0
Uttar Pradesh,fatehpur district,2018,Q1 (Jan - Mar),26460,0
Uttar Pradesh,rae bareli district,2018,Q1 (Jan - Mar),34388,0
Uttar Pradesh,firozabad district,2018,Q1 (Jan - Mar),40297,0
Uttar Pradesh,kheri district,2018,Q1 (Jan - Mar),51685,0
Uttar Pradesh,gorakhpur district,2018,Q1 (Jan - Mar),132769,0
Uttar Pradesh,unnao district,2018,Q1 (Jan - Mar),33339,0
Uttar Pradesh,prayagraj district,2018,Q1 (Jan - Mar),220198,0
Uttar Pradesh,sonbhadra district,2018,Q1 (Jan - Mar),44097,0
Uttar Pradesh,ghazipur district,2018,Q1 (Jan - Mar),64317,0
Uttar Pradesh,farrukhabad district,2018,Q1 (Jan - Mar),26440,0
Uttar Pradesh,kannauj district,2018,Q1 (Jan - Mar),19583,0
Uttar Pradesh,azamgarh district,2018,Q1 (Jan - Mar),68976,0
Uttar Pradesh,ayodhya district,2018,Q1 (Jan - Mar),51410,0
Uttar Pradesh,deoria district,2018,Q1 (Jan - Mar),61062,0
Uttar Pradesh,ghaziabad district,2018,Q1 (Jan - Mar),329683,0
Uttarakhand,udham singh nagar district,2018,Q1 (Jan - Mar),100236,0
Uttarakhand,haridwar district,2018,Q1 (Jan - Mar),104823,0
Uttarakhand,almora district,2018,Q1 (Jan - Mar),11367,0
Uttarakhand,pithoragarh district,2018,Q1 (Jan - Mar),8836,0
Uttarakhand,rudraprayag district,2018,Q1 (Jan - Mar),4263,0
Uttarakhand,pauri garhwal district,2018,Q1 (Jan - Mar),20425,0
Uttarakhand,bageshwar district,2018,Q1 (Jan - Mar),4231,0
Uttarakhand,champawat district,2018,Q1 (Jan - Mar),5442,0
Uttarakhand,nainital district,2018,Q1 (Jan - Mar),49083,0
Uttarakhand,dehradun district,2018,Q1 (Jan - Mar),147998,0
Uttarakhand,chamoli district,2018,Q1 (Jan - Mar),7493,0
Uttarakhand,uttarkashi district,2018,Q1 (Jan - Mar),5816,0
Uttarakhand,tehri garhwal district,2018,Q1 (Jan - Mar),13030,0
West Bengal,south twenty four parganas district,2018,Q1 (Jan - Mar),142473,0
West Bengal,purba bardhaman district,2018,Q1 (Jan - Mar),119528,0
West Bengal,uttar dinajpur district,2018,Q1 (Jan - Mar),50400,0
West Bengal,kalimpong district,2018,Q1 (Jan - Mar),3090,0
West Bengal,murshidabad district,2018,Q1 (Jan - Mar),187824,0
West Bengal,paschim medinipur district,2018,Q1 (Jan - Mar),127203,0
West Bengal,dakshin dinajpur district,2018,Q1 (Jan - Mar),36948,0
West Bengal,jalpaiguri district,2018,Q1 (Jan - Mar),31035,0
West Bengal,purulia district,2018,Q1 (Jan - Mar),73427,0
West Bengal,north twenty four parganas district,2018,Q1 (Jan - Mar),396980,0
West Bengal,bankura district,2018,Q1 (Jan - Mar),110008,0
West Bengal,jhargram district,2018,Q1 (Jan - Mar),18243,0
West Bengal,howrah district,2018,Q1 (Jan - Mar),136589,0
West Bengal,hooghly district,2018,Q1 (Jan - Mar),148033,0
West Bengal,kolkata district,2018,Q1 (Jan - Mar),306503,0
West Bengal,koch bihar district,2018,Q1 (Jan - Mar),41690,0
West Bengal,alipurduar district,2018,Q1 (Jan - Mar),22238,0
West Bengal,paschim bardhaman district,2018,Q1 (Jan - Mar),139310,0
West Bengal,nadia district,2018,Q1 (Jan - Mar),136396,0
West Bengal,birbhum district,2018,Q1 (Jan - Mar),94598,0
West Bengal,purba medinipur district,2018,Q1 (Jan - Mar),131380,0
West Bengal,maldah district,2018,Q1 (Jan - Mar),99061,0
West Bengal,darjiling district,2018,Q1 (Jan - Mar),51832,0
Andaman & Nicobar,north and middle andaman district,2018,Q2 (Apr - Jun),911,0
Andaman & Nicobar,south andaman district,2018,Q2 (Apr - Jun),8143,0
Andaman & Nicobar,nicobars district,2018,Q2 (Apr - Jun),351,0
Andhra Pradesh,east godavari district,2018,Q2 (Apr - Jun),454398,0
Andhra Pradesh,srikakulam district,2018,Q2 (Apr - Jun),186913,0
Andhra Pradesh,visakhapatnam district,2018,Q2 (Apr - Jun),636052,0
Andhra Pradesh,prakasam district,2018,Q2 (Apr - Jun),253458,0
Andhra Pradesh,anantapur district,2018,Q2 (Apr - Jun),326383,0
Andhra Pradesh,kurnool district,2018,Q2 (Apr - Jun),319313,0
Andhra Pradesh,guntur district,2018,Q2 (Apr - Jun),420326,0
Andhra Pradesh,krishna district,2018,Q2 (Apr - Jun),431965,0
Andhra Pradesh,spsr nellore district,2018,Q2 (Apr - Jun),261049,0
Andhra Pradesh,vizianagaram district,2018,Q2 (Apr - Jun),167327,0
Andhra Pradesh,ysr district,2018,Q2 (Apr - Jun),248657,0
Andhra Pradesh,west godavari district,2018,Q2 (Apr - Jun),282393,0
Andhra Pradesh,chittoor district,2018,Q2 (Apr - Jun),414306,0
Arunachal Pradesh,lower subansiri district,2018,Q2 (Apr - Jun),724,0
Arunachal Pradesh,tirap district,2018,Q2 (Apr - Jun),856,0
Arunachal Pradesh,papum pare district,2018,Q2 (Apr - Jun),11418,0
Arunachal Pradesh,anjaw district,2018,Q2 (Apr - Jun),410,0
Arunachal Pradesh,lower siang district,2018,Q2 (Apr - Jun),494,0
Arunachal Pradesh,dibang valley district,2018,Q2 (Apr - Jun),112,0
Arunachal Pradesh,west kameng district,2018,Q2 (Apr - Jun),3442,0
Arunachal Pradesh,shi yomi district,2018,Q2 (Apr - Jun),80,0
Arunachal Pradesh,east kameng district,2018,Q2 (Apr - Jun),343,0
Arunachal Pradesh,lohit district,2018,Q2 (Apr - Jun),1898,0
Arunachal Pradesh,lepa rada district,2018,Q2 (Apr - Jun),318,0
Arunachal Pradesh,lower dibang valley district,2018,Q2 (Apr - Jun),893,0
Arunachal Pradesh,longding district,2018,Q2 (Apr - Jun),412,0
Arunachal Pradesh,west siang district,2018,Q2 (Apr - Jun),1224,0
Arunachal Pradesh,kamle district,2018,Q2 (Apr - Jun),37,0
Arunachal Pradesh,upper siang district,2018,Q2 (Apr - Jun),481,0
Arunachal Pradesh,kurung kumey district,2018,Q2 (Apr - Jun),153,0
Arunachal Pradesh,siang district,2018,Q2 (Apr - Jun),293,0
Arunachal Pradesh,kra daadi district,2018,Q2 (Apr - Jun),144,0
