State,District,Year,Quarter,Register
Assam,dibrugarh,2022,Q1 (Jan - Mar),210525
Assam,kamrup,2022,Q1 (Jan - Mar),198189
Assam,tinsukia,2022,Q1 (Jan - Mar),179301
Assam,jorhat,2022,Q1 (Jan - Mar),154589
Assam,dhubri,2022,Q1 (Jan - Mar),137698
Bihar,patna,2022,Q1 (Jan - Mar),2443356
Bihar,muzaffarpur,2022,Q1 (Jan - Mar),962924
Bihar,purbi champaran,2022,Q1 (Jan - Mar),912427
Bihar,gaya,2022,Q1 (Jan - Mar),769265
Bihar,pashchim champaran,2022,Q1 (Jan - Mar),692182
Bihar,saran,2022,Q1 (Jan - Mar),673849
Bihar,samastipur,2022,Q1 (Jan - Mar),672508
Bihar,madhubani,2022,Q1 (Jan - Mar),672303
Bihar,darbhanga,2022,Q1 (Jan - Mar),669850
Bihar,vaishali,2022,Q1 (Jan - Mar),614159
Chandigarh,chandigarh,2022,Q1 (Jan - Mar),541549
Chhattisgarh,raipur,2022,Q1 (Jan - Mar),1038105
Chhattisgarh,durg,2022,Q1 (Jan - Mar),639688
Chhattisgarh,bilaspur,2022,Q1 (Jan - Mar),537617
Chhattisgarh,raigarh,2022,Q1 (Jan - Mar),403164
Chhattisgarh,janjgir champa,2022,Q1 (Jan - Mar),392285
Chhattisgarh,korba,2022,Q1 (Jan - Mar),317604
Chhattisgarh,rajnandgaon,2022,Q1 (Jan - Mar),264326
Chhattisgarh,baloda bazar,2022,Q1 (Jan - Mar),234464
Chhattisgarh,surguja,2022,Q1 (Jan - Mar),195440
Chhattisgarh,mahasamund,2022,Q1 (Jan - Mar),185227
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2022,Q1 (Jan - Mar),254577
Dadra and Nagar Haveli and Daman and Diu,daman,2022,Q1 (Jan - Mar),155029
Dadra and Nagar Haveli and Daman and Diu,diu,2022,Q1 (Jan - Mar),14964
Delhi,west,2022,Q1 (Jan - Mar),2017435
Delhi,south east delhi,2022,Q1 (Jan - Mar),1628157
Delhi,north west,2022,Q1 (Jan - Mar),1419688
Delhi,central delhi,2022,Q1 (Jan - Mar),1338465
Delhi,new delhi,2022,Q1 (Jan - Mar),1336911
Delhi,north,2022,Q1 (Jan - Mar),1159277
Delhi,south west,2022,Q1 (Jan - Mar),1097016
Delhi,east,2022,Q1 (Jan - Mar),1013024
Delhi,south,2022,Q1 (Jan - Mar),963775
Delhi,shahdara,2022,Q1 (Jan - Mar),826148
Goa,north goa,2022,Q1 (Jan - Mar),456250
Goa,south goa,2022,Q1 (Jan - Mar),282378
Gujarat,ahmadabad,2022,Q1 (Jan - Mar),3897869
Gujarat,surat,2022,Q1 (Jan - Mar),3210535
Gujarat,vadodara,2022,Q1 (Jan - Mar),1368210
Gujarat,rajkot,2022,Q1 (Jan - Mar),889499
Gujarat,banas kantha,2022,Q1 (Jan - Mar),802470
Gujarat,gandhinagar,2022,Q1 (Jan - Mar),799301
Gujarat,bharuch,2022,Q1 (Jan - Mar),722367
Gujarat,kachchh,2022,Q1 (Jan - Mar),671465
Gujarat,mahesana,2022,Q1 (Jan - Mar),656908
Gujarat,valsad,2022,Q1 (Jan - Mar),643742
Haryana,gurugram,2022,Q1 (Jan - Mar),2929873
Haryana,faridabad,2022,Q1 (Jan - Mar),1654074
Haryana,hisar,2022,Q1 (Jan - Mar),689980
Haryana,sonipat,2022,Q1 (Jan - Mar),626016
Haryana,rewari,2022,Q1 (Jan - Mar),595001
Haryana,panipat,2022,Q1 (Jan - Mar),556104
Haryana,karnal,2022,Q1 (Jan - Mar),527415
Haryana,jhajjar,2022,Q1 (Jan - Mar),445888
Haryana,palwal,2022,Q1 (Jan - Mar),441872
Haryana,rohtak,2022,Q1 (Jan - Mar),432623
Himachal Pradesh,solan,2022,Q1 (Jan - Mar),410487
Himachal Pradesh,kangra,2022,Q1 (Jan - Mar),405048
Himachal Pradesh,shimla,2022,Q1 (Jan - Mar),267642
Himachal Pradesh,mandi,2022,Q1 (Jan - Mar),246307
Himachal Pradesh,sirmaur,2022,Q1 (Jan - Mar),154267
Himachal Pradesh,hamirpur,2022,Q1 (Jan - Mar),144434
Himachal Pradesh,kullu,2022,Q1 (Jan - Mar),141024
Himachal Pradesh,una,2022,Q1 (Jan - Mar),133249
Himachal Pradesh,bilaspur,2022,Q1 (Jan - Mar),104121
Himachal Pradesh,chamba,2022,Q1 (Jan - Mar),103270
Jammu & Kashmir,jammu,2022,Q1 (Jan - Mar),401675
Jammu & Kashmir,srinagar,2022,Q1 (Jan - Mar),138727
Jammu & Kashmir,baramulla,2022,Q1 (Jan - Mar),119475
Jammu & Kashmir,budgam,2022,Q1 (Jan - Mar),88994
Jammu & Kashmir,kathua,2022,Q1 (Jan - Mar),83944
Jammu & Kashmir,anantnag,2022,Q1 (Jan - Mar),80434
Jammu & Kashmir,kupwara,2022,Q1 (Jan - Mar),78894
Jammu & Kashmir,udhampur,2022,Q1 (Jan - Mar),78353
Jammu & Kashmir,samba,2022,Q1 (Jan - Mar),70288
Jammu & Kashmir,rajouri,2022,Q1 (Jan - Mar),63232
Jharkhand,ranchi,2022,Q1 (Jan - Mar),1115386
Jharkhand,dhanbad,2022,Q1 (Jan - Mar),862955
Jharkhand,east singhbhum,2022,Q1 (Jan - Mar),728043
Jharkhand,bokaro,2022,Q1 (Jan - Mar),626182
Jharkhand,hazaribagh,2022,Q1 (Jan - Mar),485388
Jharkhand,giridih,2022,Q1 (Jan - Mar),387949
Jharkhand,deoghar,2022,Q1 (Jan - Mar),375345
Jharkhand,palamu,2022,Q1 (Jan - Mar),333409
Jharkhand,ramgarh,2022,Q1 (Jan - Mar),284993
Jharkhand,saraikela kharsawan,2022,Q1 (Jan - Mar),234284
Karnataka,bengaluru urban,2022,Q1 (Jan - Mar),12707664
Karnataka,belagavi,2022,Q1 (Jan - Mar),1477767
Karnataka,mysuru,2022,Q1 (Jan - Mar),1410095
Karnataka,tumakuru,2022,Q1 (Jan - Mar),966743
Karnataka,dakshina kannada,2022,Q1 (Jan - Mar),965225
Karnataka,ballari,2022,Q1 (Jan - Mar),926458
Karnataka,dharwad,2022,Q1 (Jan - Mar),925787
Karnataka,bengaluru rural,2022,Q1 (Jan - Mar),833284
Karnataka,kalaburagi,2022,Q1 (Jan - Mar),788989
Karnataka,vijayapura,2022,Q1 (Jan - Mar),714643
Kerala,ernakulam,2022,Q1 (Jan - Mar),1454447
Kerala,thiruvananthapuram,2022,Q1 (Jan - Mar),989791
Kerala,kozhikode,2022,Q1 (Jan - Mar),887215
Kerala,malappuram,2022,Q1 (Jan - Mar),871127
Kerala,thrissur,2022,Q1 (Jan - Mar),768604
Kerala,kannur,2022,Q1 (Jan - Mar),640842
Kerala,kollam,2022,Q1 (Jan - Mar),623472
Kerala,palakkad,2022,Q1 (Jan - Mar),620428
Kerala,alappuzha,2022,Q1 (Jan - Mar),534116
Kerala,kottayam,2022,Q1 (Jan - Mar),504349
Ladakh,leh ladakh,2022,Q1 (Jan - Mar),71173
Ladakh,kargil,2022,Q1 (Jan - Mar),21319
Lakshadweep,lakshadweep,2022,Q1 (Jan - Mar),5990
Madhya Pradesh,indore,2022,Q1 (Jan - Mar),2291709
Madhya Pradesh,bhopal,2022,Q1 (Jan - Mar),1729248
Madhya Pradesh,gwalior,2022,Q1 (Jan - Mar),919789
Madhya Pradesh,jabalpur,2022,Q1 (Jan - Mar),844191
Madhya Pradesh,ujjain,2022,Q1 (Jan - Mar),680599
Madhya Pradesh,sagar,2022,Q1 (Jan - Mar),573791
Madhya Pradesh,dhar,2022,Q1 (Jan - Mar),554545
Madhya Pradesh,rewa,2022,Q1 (Jan - Mar),533627
Madhya Pradesh,chhindwara,2022,Q1 (Jan - Mar),528140
Madhya Pradesh,satna,2022,Q1 (Jan - Mar),488378
Maharashtra,pune,2022,Q1 (Jan - Mar),8331582
Maharashtra,thane,2022,Q1 (Jan - Mar),5196050
Maharashtra,mumbai suburban,2022,Q1 (Jan - Mar),5017556
Maharashtra,nashik,2022,Q1 (Jan - Mar),2661739
Maharashtra,nagpur,2022,Q1 (Jan - Mar),2286011
Maharashtra,aurangabad,2022,Q1 (Jan - Mar),1894797
Maharashtra,mumbai,2022,Q1 (Jan - Mar),1873643
Maharashtra,ahmednagar,2022,Q1 (Jan - Mar),1749682
Maharashtra,palghar,2022,Q1 (Jan - Mar),1601518
Maharashtra,solapur,2022,Q1 (Jan - Mar),1565902
Manipur,imphal west,2022,Q1 (Jan - Mar),125131
Manipur,imphal east,2022,Q1 (Jan - Mar),81134
Manipur,thoubal,2022,Q1 (Jan - Mar),38088
Manipur,bishnupur,2022,Q1 (Jan - Mar),36514
Manipur,churachandpur,2022,Q1 (Jan - Mar),31533
Manipur,kangpokpi,2022,Q1 (Jan - Mar),25589
Manipur,kakching,2022,Q1 (Jan - Mar),17014
Manipur,ukhrul,2022,Q1 (Jan - Mar),12728
Manipur,tamenglong,2022,Q1 (Jan - Mar),10719
Manipur,chandel,2022,Q1 (Jan - Mar),8724
Meghalaya,east khasi hills,2022,Q1 (Jan - Mar),102838
Meghalaya,west garo hills,2022,Q1 (Jan - Mar),55028
Meghalaya,ribhoi,2022,Q1 (Jan - Mar),25112
Meghalaya,east jaintia hills,2022,Q1 (Jan - Mar),18301
Meghalaya,west jaintia hills,2022,Q1 (Jan - Mar),11952
Meghalaya,north garo hills,2022,Q1 (Jan - Mar),8795
Meghalaya,south west garo hills,2022,Q1 (Jan - Mar),8758
Meghalaya,east garo hills,2022,Q1 (Jan - Mar),8578
Meghalaya,south garo hills,2022,Q1 (Jan - Mar),7508
Meghalaya,west khasi hills,2022,Q1 (Jan - Mar),6839
Mizoram,aizawl,2022,Q1 (Jan - Mar),59433
Mizoram,lunglei,2022,Q1 (Jan - Mar),14538
Mizoram,lawngtlai,2022,Q1 (Jan - Mar),11459
Mizoram,kolasib,2022,Q1 (Jan - Mar),8375
Mizoram,champhai,2022,Q1 (Jan - Mar),6875
Mizoram,mamit,2022,Q1 (Jan - Mar),6299
Mizoram,serchhip,2022,Q1 (Jan - Mar),4906
Mizoram,saiha,2022,Q1 (Jan - Mar),3410
Nagaland,dimapur,2022,Q1 (Jan - Mar),124644
Nagaland,kohima,2022,Q1 (Jan - Mar),49523
Nagaland,mon,2022,Q1 (Jan - Mar),21773
Nagaland,mokokchung,2022,Q1 (Jan - Mar),21029
Nagaland,wokha,2022,Q1 (Jan - Mar),12743
Nagaland,tuensang,2022,Q1 (Jan - Mar),12057
Nagaland,phek,2022,Q1 (Jan - Mar),10413
Nagaland,zunheboto,2022,Q1 (Jan - Mar),8280
Nagaland,peren,2022,Q1 (Jan - Mar),5881
Nagaland,kiphire,2022,Q1 (Jan - Mar),5368
Odisha,khordha,2022,Q1 (Jan - Mar),1827307
Odisha,cuttack,2022,Q1 (Jan - Mar),1021526
Odisha,ganjam,2022,Q1 (Jan - Mar),946066
Odisha,baleshwar,2022,Q1 (Jan - Mar),728990
Odisha,jajapur,2022,Q1 (Jan - Mar),636291
Odisha,sundargarh,2022,Q1 (Jan - Mar),592346
Odisha,puri,2022,Q1 (Jan - Mar),564442
Odisha,bhadrak,2022,Q1 (Jan - Mar),481063
Odisha,kendujhar,2022,Q1 (Jan - Mar),469295
Odisha,mayurbhanj,2022,Q1 (Jan - Mar),426398
Puducherry,puducherry,2022,Q1 (Jan - Mar),375238
Puducherry,karaikal,2022,Q1 (Jan - Mar),44201
Puducherry,yanam,2022,Q1 (Jan - Mar),16747
Puducherry,mahe,2022,Q1 (Jan - Mar),11865
Punjab,ludhiana,2022,Q1 (Jan - Mar),1476288
Punjab,sas nagar,2022,Q1 (Jan - Mar),817209
Punjab,amritsar,2022,Q1 (Jan - Mar),593970
Punjab,jalandhar,2022,Q1 (Jan - Mar),560393
Punjab,patiala,2022,Q1 (Jan - Mar),550482
Punjab,bathinda,2022,Q1 (Jan - Mar),378864
Punjab,fazilka,2022,Q1 (Jan - Mar),327088
Punjab,sangrur,2022,Q1 (Jan - Mar),321129
Punjab,hoshiarpur,2022,Q1 (Jan - Mar),274004
Punjab,gurdaspur,2022,Q1 (Jan - Mar),247179
Rajasthan,jaipur,2022,Q1 (Jan - Mar),5133527
Rajasthan,alwar,2022,Q1 (Jan - Mar),1570711
Rajasthan,jodhpur,2022,Q1 (Jan - Mar),1370206
Rajasthan,sikar,2022,Q1 (Jan - Mar),1017503
Rajasthan,ajmer,2022,Q1 (Jan - Mar),947827
Rajasthan,nagaur,2022,Q1 (Jan - Mar),901819
Rajasthan,kota,2022,Q1 (Jan - Mar),882916
Rajasthan,bhilwara,2022,Q1 (Jan - Mar),871188
Rajasthan,udaipur,2022,Q1 (Jan - Mar),816476
Rajasthan,jhunjhunu,2022,Q1 (Jan - Mar),752608
Sikkim,east,2022,Q1 (Jan - Mar),120360
Sikkim,south,2022,Q1 (Jan - Mar),43881
Sikkim,west,2022,Q1 (Jan - Mar),27594
Sikkim,north,2022,Q1 (Jan - Mar),17781
Tamil Nadu,chennai,2022,Q1 (Jan - Mar),2388315
Tamil Nadu,thiruvallur,2022,Q1 (Jan - Mar),1970646
Tamil Nadu,coimbatore,2022,Q1 (Jan - Mar),1687096
Tamil Nadu,chengalpattu,2022,Q1 (Jan - Mar),1621177
Tamil Nadu,kancheepuram,2022,Q1 (Jan - Mar),1158719
Tamil Nadu,tiruppur,2022,Q1 (Jan - Mar),1014036
Tamil Nadu,salem,2022,Q1 (Jan - Mar),905104
Tamil Nadu,madurai,2022,Q1 (Jan - Mar),820952
Tamil Nadu,krishnagiri,2022,Q1 (Jan - Mar),776101
Tamil Nadu,tiruchirappalli,2022,Q1 (Jan - Mar),688562
Telangana,hyderabad,2022,Q1 (Jan - Mar),4306136
Telangana,rangareddy,2022,Q1 (Jan - Mar),3722676
Telangana,medchal malkajgiri,2022,Q1 (Jan - Mar),3138387
Telangana,sangareddy,2022,Q1 (Jan - Mar),997988
Telangana,warangal urban,2022,Q1 (Jan - Mar),797162
Telangana,nalgonda,2022,Q1 (Jan - Mar),681754
Telangana,khammam,2022,Q1 (Jan - Mar),650223
Telangana,nizamabad,2022,Q1 (Jan - Mar),628661
Telangana,karimnagar,2022,Q1 (Jan - Mar),592752
Telangana,bhadradri kothagudem,2022,Q1 (Jan - Mar),465349
Tripura,west tripura,2022,Q1 (Jan - Mar),229161
Tripura,sepahijala,2022,Q1 (Jan - Mar),62906
Tripura,south tripura,2022,Q1 (Jan - Mar),62764
Tripura,north tripura,2022,Q1 (Jan - Mar),58694
Tripura,gomati,2022,Q1 (Jan - Mar),53356
Tripura,dhalai,2022,Q1 (Jan - Mar),46680
Tripura,khowai,2022,Q1 (Jan - Mar),36592
Tripura,unakoti,2022,Q1 (Jan - Mar),31971
Uttar Pradesh,gautam buddha nagar,2022,Q1 (Jan - Mar),2822463
Uttar Pradesh,lucknow,2022,Q1 (Jan - Mar),2348173
Uttar Pradesh,ghaziabad,2022,Q1 (Jan - Mar),2298103
Uttar Pradesh,prayagraj,2022,Q1 (Jan - Mar),1504572
Uttar Pradesh,kanpur nagar,2022,Q1 (Jan - Mar),1431918
Uttar Pradesh,varanasi,2022,Q1 (Jan - Mar),1406056
Uttar Pradesh,agra,2022,Q1 (Jan - Mar),1279852
Uttar Pradesh,gorakhpur,2022,Q1 (Jan - Mar),1027283
Uttar Pradesh,meerut,2022,Q1 (Jan - Mar),967325
Uttar Pradesh,bareilly,2022,Q1 (Jan - Mar),875033
Uttarakhand,dehradun,2022,Q1 (Jan - Mar),1088710
Uttarakhand,haridwar,2022,Q1 (Jan - Mar),760173
Uttarakhand,udham singh nagar,2022,Q1 (Jan - Mar),647495
Uttarakhand,nainital,2022,Q1 (Jan - Mar),351226
Uttarakhand,pauri garhwal,2022,Q1 (Jan - Mar),177248
Uttarakhand,tehri garhwal,2022,Q1 (Jan - Mar),136364
Uttarakhand,almora,2022,Q1 (Jan - Mar),117262
Uttarakhand,pithoragarh,2022,Q1 (Jan - Mar),96837
Uttarakhand,chamoli,2022,Q1 (Jan - Mar),84165
Uttarakhand,uttarkashi,2022,Q1 (Jan - Mar),67713
West Bengal,north twenty four parganas,2022,Q1 (Jan - Mar),3224459
West Bengal,kolkata,2022,Q1 (Jan - Mar),2340343
West Bengal,south twenty four parganas,2022,Q1 (Jan - Mar),1569037
West Bengal,murshidabad,2022,Q1 (Jan - Mar),1524507
West Bengal,hooghly,2022,Q1 (Jan - Mar),1356282
West Bengal,howrah,2022,Q1 (Jan - Mar),1218931
West Bengal,nadia,2022,Q1 (Jan - Mar),1164783
West Bengal,purba medinipur,2022,Q1 (Jan - Mar),1155279
West Bengal,paschim medinipur,2022,Q1 (Jan - Mar),1048100
West Bengal,purba bardhaman,2022,Q1 (Jan - Mar),962974
Andaman & Nicobar,south andaman,2022,Q2 (Apr - Jun),66959
Andaman & Nicobar,north and middle andaman,2022,Q2 (Apr - Jun),11379
Andaman & Nicobar,nicobars,2022,Q2 (Apr - Jun),2192
Andhra Pradesh,visakhapatnam,2022,Q2 (Apr - Jun),3226029
Andhra Pradesh,east godavari,2022,Q2 (Apr - Jun),2564165
Andhra Pradesh,krishna,2022,Q2 (Apr - Jun),2552107
Andhra Pradesh,guntur,2022,Q2 (Apr - Jun),2514794
Andhra Pradesh,chittoor,2022,Q2 (Apr - Jun),2392549
Andhra Pradesh,anantapur,2022,Q2 (Apr - Jun),1928213
Andhra Pradesh,kurnool,2022,Q2 (Apr - Jun),1825280
Andhra Pradesh,west godavari,2022,Q2 (Apr - Jun),1714357
Andhra Pradesh,spsr nellore,2022,Q2 (Apr - Jun),1509927
Andhra Pradesh,prakasam,2022,Q2 (Apr - Jun),1487589
Arunachal Pradesh,papum pare,2022,Q2 (Apr - Jun),117568
Arunachal Pradesh,west kameng,2022,Q2 (Apr - Jun),29424
Arunachal Pradesh,changlang,2022,Q2 (Apr - Jun),28495
Arunachal Pradesh,east siang,2022,Q2 (Apr - Jun),27240
Arunachal Pradesh,lohit,2022,Q2 (Apr - Jun),20325
Arunachal Pradesh,tawang,2022,Q2 (Apr - Jun),16475
Arunachal Pradesh,west siang,2022,Q2 (Apr - Jun),15231
Arunachal Pradesh,namsai,2022,Q2 (Apr - Jun),14887
Arunachal Pradesh,lower dibang valley,2022,Q2 (Apr - Jun),12040
Arunachal Pradesh,lower subansiri,2022,Q2 (Apr - Jun),11479
Assam,kamrup metropolitan,2022,Q2 (Apr - Jun),810057
Assam,nagaon,2022,Q2 (Apr - Jun),284558
Assam,barpeta,2022,Q2 (Apr - Jun),253194
Assam,cachar,2022,Q2 (Apr - Jun),243727
Assam,sonitpur,2022,Q2 (Apr - Jun),223514
Assam,dibrugarh,2022,Q2 (Apr - Jun),222494
Assam,kamrup,2022,Q2 (Apr - Jun),210048
Assam,tinsukia,2022,Q2 (Apr - Jun),189633
Assam,jorhat,2022,Q2 (Apr - Jun),163307
Assam,dhubri,2022,Q2 (Apr - Jun),146304
Bihar,patna,2022,Q2 (Apr - Jun),2577123
Bihar,muzaffarpur,2022,Q2 (Apr - Jun),1018560
Bihar,purbi champaran,2022,Q2 (Apr - Jun),967838
Bihar,gaya,2022,Q2 (Apr - Jun),814180
Bihar,pashchim champaran,2022,Q2 (Apr - Jun),734476
Bihar,saran,2022,Q2 (Apr - Jun),714109
Bihar,samastipur,2022,Q2 (Apr - Jun),712626
Bihar,madhubani,2022,Q2 (Apr - Jun),711897
Bihar,darbhanga,2022,Q2 (Apr - Jun),708828
Bihar,vaishali,2022,Q2 (Apr - Jun),650319
Chandigarh,chandigarh,2022,Q2 (Apr - Jun),569582
Chhattisgarh,raipur,2022,Q2 (Apr - Jun),1093318
Chhattisgarh,durg,2022,Q2 (Apr - Jun),672947
Chhattisgarh,bilaspur,2022,Q2 (Apr - Jun),566475
Chhattisgarh,raigarh,2022,Q2 (Apr - Jun),425526
Chhattisgarh,janjgir champa,2022,Q2 (Apr - Jun),414133
Chhattisgarh,korba,2022,Q2 (Apr - Jun),334672
Chhattisgarh,rajnandgaon,2022,Q2 (Apr - Jun),278724
Chhattisgarh,baloda bazar,2022,Q2 (Apr - Jun),247634
Chhattisgarh,surguja,2022,Q2 (Apr - Jun),206354
Chhattisgarh,mahasamund,2022,Q2 (Apr - Jun),195406
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2022,Q2 (Apr - Jun),269344
Dadra and Nagar Haveli and Daman and Diu,daman,2022,Q2 (Apr - Jun),163861
Dadra and Nagar Haveli and Daman and Diu,diu,2022,Q2 (Apr - Jun),15811
Delhi,west,2022,Q2 (Apr - Jun),2124626
Delhi,south east delhi,2022,Q2 (Apr - Jun),1714507
Delhi,north west,2022,Q2 (Apr - Jun),1496002
Delhi,central delhi,2022,Q2 (Apr - Jun),1409776
Delhi,new delhi,2022,Q2 (Apr - Jun),1406687
Delhi,north,2022,Q2 (Apr - Jun),1222605
Delhi,south west,2022,Q2 (Apr - Jun),1155288
Delhi,east,2022,Q2 (Apr - Jun),1066632
Delhi,south,2022,Q2 (Apr - Jun),1013938
Delhi,shahdara,2022,Q2 (Apr - Jun),870461
Goa,north goa,2022,Q2 (Apr - Jun),480353
Goa,south goa,2022,Q2 (Apr - Jun),297426
Gujarat,ahmadabad,2022,Q2 (Apr - Jun),4105172
Gujarat,surat,2022,Q2 (Apr - Jun),3385398
Gujarat,vadodara,2022,Q2 (Apr - Jun),1440949
Gujarat,rajkot,2022,Q2 (Apr - Jun),937863
Gujarat,banas kantha,2022,Q2 (Apr - Jun),849884
Gujarat,gandhinagar,2022,Q2 (Apr - Jun),841732
Gujarat,bharuch,2022,Q2 (Apr - Jun),762752
Gujarat,kachchh,2022,Q2 (Apr - Jun),709339
Gujarat,mahesana,2022,Q2 (Apr - Jun),692794
Gujarat,valsad,2022,Q2 (Apr - Jun),679340
Haryana,gurugram,2022,Q2 (Apr - Jun),3088176
Haryana,faridabad,2022,Q2 (Apr - Jun),1743764
Haryana,hisar,2022,Q2 (Apr - Jun),727942
Haryana,sonipat,2022,Q2 (Apr - Jun),661278
Haryana,rewari,2022,Q2 (Apr - Jun),628614
Haryana,panipat,2022,Q2 (Apr - Jun),587006
Haryana,karnal,2022,Q2 (Apr - Jun),555939
Haryana,jhajjar,2022,Q2 (Apr - Jun),471357
Haryana,palwal,2022,Q2 (Apr - Jun),466861
Haryana,rohtak,2022,Q2 (Apr - Jun),456537
Himachal Pradesh,solan,2022,Q2 (Apr - Jun),433753
Himachal Pradesh,kangra,2022,Q2 (Apr - Jun),427676
Himachal Pradesh,shimla,2022,Q2 (Apr - Jun),282560
Himachal Pradesh,mandi,2022,Q2 (Apr - Jun),260233
Himachal Pradesh,sirmaur,2022,Q2 (Apr - Jun),163150
Himachal Pradesh,hamirpur,2022,Q2 (Apr - Jun),152759
Himachal Pradesh,kullu,2022,Q2 (Apr - Jun),148844
Himachal Pradesh,una,2022,Q2 (Apr - Jun),140791
Himachal Pradesh,bilaspur,2022,Q2 (Apr - Jun),110019
Himachal Pradesh,chamba,2022,Q2 (Apr - Jun),109087
Jammu & Kashmir,jammu,2022,Q2 (Apr - Jun),423398
Jammu & Kashmir,srinagar,2022,Q2 (Apr - Jun),146169
Jammu & Kashmir,baramulla,2022,Q2 (Apr - Jun),126067
Jammu & Kashmir,budgam,2022,Q2 (Apr - Jun),93893
Jammu & Kashmir,kathua,2022,Q2 (Apr - Jun),88764
Jammu & Kashmir,anantnag,2022,Q2 (Apr - Jun),84898
Jammu & Kashmir,kupwara,2022,Q2 (Apr - Jun),83470
Jammu & Kashmir,udhampur,2022,Q2 (Apr - Jun),82705
Jammu & Kashmir,samba,2022,Q2 (Apr - Jun),74186
Jammu & Kashmir,rajouri,2022,Q2 (Apr - Jun),66893
Jharkhand,ranchi,2022,Q2 (Apr - Jun),1176707
Jharkhand,dhanbad,2022,Q2 (Apr - Jun),910885
Jharkhand,east singhbhum,2022,Q2 (Apr - Jun),767451
Jharkhand,bokaro,2022,Q2 (Apr - Jun),661123
Jharkhand,hazaribagh,2022,Q2 (Apr - Jun),513316
Jharkhand,giridih,2022,Q2 (Apr - Jun),411014
Jharkhand,deoghar,2022,Q2 (Apr - Jun),397542
Jharkhand,palamu,2022,Q2 (Apr - Jun),353653
Jharkhand,ramgarh,2022,Q2 (Apr - Jun),301481
Jharkhand,saraikela kharsawan,2022,Q2 (Apr - Jun),247346
Karnataka,bengaluru urban,2022,Q2 (Apr - Jun),13342916
Karnataka,belagavi,2022,Q2 (Apr - Jun),1556041
Karnataka,mysuru,2022,Q2 (Apr - Jun),1482427
Karnataka,tumakuru,2022,Q2 (Apr - Jun),1018947
Karnataka,dakshina kannada,2022,Q2 (Apr - Jun),1014820
Karnataka,ballari,2022,Q2 (Apr - Jun),977999
Karnataka,dharwad,2022,Q2 (Apr - Jun),974500
Karnataka,bengaluru rural,2022,Q2 (Apr - Jun),877678
Karnataka,kalaburagi,2022,Q2 (Apr - Jun),831684
Karnataka,vijayapura,2022,Q2 (Apr - Jun),753598
Kerala,ernakulam,2022,Q2 (Apr - Jun),1531113
Kerala,thiruvananthapuram,2022,Q2 (Apr - Jun),1041643
Kerala,kozhikode,2022,Q2 (Apr - Jun),932060
Kerala,malappuram,2022,Q2 (Apr - Jun),915204
Kerala,thrissur,2022,Q2 (Apr - Jun),808727
Kerala,kannur,2022,Q2 (Apr - Jun),673887
Kerala,kollam,2022,Q2 (Apr - Jun),657033
Kerala,palakkad,2022,Q2 (Apr - Jun),653051
Kerala,alappuzha,2022,Q2 (Apr - Jun),563253
Kerala,kottayam,2022,Q2 (Apr - Jun),531625
Ladakh,leh ladakh,2022,Q2 (Apr - Jun),75042
Ladakh,kargil,2022,Q2 (Apr - Jun),22475
Lakshadweep,lakshadweep,2022,Q2 (Apr - Jun),6327
Madhya Pradesh,indore,2022,Q2 (Apr - Jun),2412576
Madhya Pradesh,bhopal,2022,Q2 (Apr - Jun),1820625
Madhya Pradesh,gwalior,2022,Q2 (Apr - Jun),970340
Madhya Pradesh,jabalpur,2022,Q2 (Apr - Jun),889518
Madhya Pradesh,ujjain,2022,Q2 (Apr - Jun),719339
Madhya Pradesh,sagar,2022,Q2 (Apr - Jun),605733
Madhya Pradesh,dhar,2022,Q2 (Apr - Jun),586670
Madhya Pradesh,rewa,2022,Q2 (Apr - Jun),564327
Madhya Pradesh,chhindwara,2022,Q2 (Apr - Jun),557958
Madhya Pradesh,satna,2022,Q2 (Apr - Jun),516107
Maharashtra,pune,2022,Q2 (Apr - Jun),8757249
Maharashtra,thane,2022,Q2 (Apr - Jun),5471749
Maharashtra,mumbai suburban,2022,Q2 (Apr - Jun),5281053
Maharashtra,nashik,2022,Q2 (Apr - Jun),2803471
Maharashtra,nagpur,2022,Q2 (Apr - Jun),2407812
Maharashtra,aurangabad,2022,Q2 (Apr - Jun),1996927
Maharashtra,mumbai,2022,Q2 (Apr - Jun),1972178
Maharashtra,ahmednagar,2022,Q2 (Apr - Jun),1844168
Maharashtra,palghar,2022,Q2 (Apr - Jun),1689875
Maharashtra,solapur,2022,Q2 (Apr - Jun),1649511
Manipur,imphal west,2022,Q2 (Apr - Jun),131901
Manipur,imphal east,2022,Q2 (Apr - Jun),85559
Manipur,thoubal,2022,Q2 (Apr - Jun),40196
Manipur,bishnupur,2022,Q2 (Apr - Jun),38512
Manipur,churachandpur,2022,Q2 (Apr - Jun),33293
Manipur,kangpokpi,2022,Q2 (Apr - Jun),27002
Manipur,kakching,2022,Q2 (Apr - Jun),18011
Manipur,ukhrul,2022,Q2 (Apr - Jun),13435
Manipur,tamenglong,2022,Q2 (Apr - Jun),11310
Manipur,chandel,2022,Q2 (Apr - Jun),9201
Meghalaya,east khasi hills,2022,Q2 (Apr - Jun),108330
Meghalaya,west garo hills,2022,Q2 (Apr - Jun),58178
