State,District,Year,Quarter,Register
Uttarakhand,haridwar,2019,Q3 (Jul - Sep),334619
Uttarakhand,udham singh nagar,2019,Q3 (Jul - Sep),292858
Uttarakhand,nainital,2019,Q3 (Jul - Sep),153561
Uttarakhand,pauri garhwal,2019,Q3 (Jul - Sep),73363
Uttarakhand,tehri garhwal,2019,Q3 (Jul - Sep),52090
Uttarakhand,almora,2019,Q3 (Jul - Sep),44182
Uttarakhand,pithoragarh,2019,Q3 (Jul - Sep),36353
Uttarakhand,chamoli,2019,Q3 (Jul - Sep),32036
Uttarakhand,uttarkashi,2019,Q3 (Jul - Sep),25151
West Bengal,north twenty four parganas,2019,Q3 (Jul - Sep),1478650
West Bengal,kolkata,2019,Q3 (Jul - Sep),1138965
West Bengal,south twenty four parganas,2019,Q3 (Jul - Sep),659919
West Bengal,hooghly,2019,Q3 (Jul - Sep),624518
West Bengal,murshidabad,2019,Q3 (Jul - Sep),622422
West Bengal,howrah,2019,Q3 (Jul - Sep),540552
West Bengal,purba medinipur,2019,Q3 (Jul - Sep),504142
West Bengal,nadia,2019,Q3 (Jul - Sep),502635
West Bengal,paschim medinipur,2019,Q3 (Jul - Sep),455417
West Bengal,paschim bardhaman,2019,Q3 (Jul - Sep),438438
Andaman & Nicobar,south andaman,2019,Q4 (Oct - Dec),22202
Andaman & Nicobar,north and middle andaman,2019,Q4 (Oct - Dec),2955
Andaman & Nicobar,nicobars,2019,Q4 (Oct - Dec),803
Andhra Pradesh,visakhapatnam,2019,Q4 (Oct - Dec),1620235
Andhra Pradesh,krishna,2019,Q4 (Oct - Dec),1199971
Andhra Pradesh,east godavari,2019,Q4 (Oct - Dec),1195228
Andhra Pradesh,guntur,2019,Q4 (Oct - Dec),1158708
Andhra Pradesh,chittoor,2019,Q4 (Oct - Dec),1156351
Andhra Pradesh,anantapur,2019,Q4 (Oct - Dec),873033
Andhra Pradesh,kurnool,2019,Q4 (Oct - Dec),846885
Andhra Pradesh,west godavari,2019,Q4 (Oct - Dec),750078
Andhra Pradesh,spsr nellore,2019,Q4 (Oct - Dec),697154
Andhra Pradesh,prakasam,2019,Q4 (Oct - Dec),673522
Arunachal Pradesh,papum pare,2019,Q4 (Oct - Dec),44746
Arunachal Pradesh,west kameng,2019,Q4 (Oct - Dec),12562
Arunachal Pradesh,east siang,2019,Q4 (Oct - Dec),9859
Arunachal Pradesh,changlang,2019,Q4 (Oct - Dec),9662
Arunachal Pradesh,lohit,2019,Q4 (Oct - Dec),7386
Arunachal Pradesh,tawang,2019,Q4 (Oct - Dec),7303
Arunachal Pradesh,namsai,2019,Q4 (Oct - Dec),5190
Arunachal Pradesh,west siang,2019,Q4 (Oct - Dec),4773
Arunachal Pradesh,lower dibang valley,2019,Q4 (Oct - Dec),3944
Arunachal Pradesh,tirap,2019,Q4 (Oct - Dec),3605
Assam,kamrup metropolitan,2019,Q4 (Oct - Dec),373761
Assam,nagaon,2019,Q4 (Oct - Dec),114296
Assam,barpeta,2019,Q4 (Oct - Dec),103248
Assam,cachar,2019,Q4 (Oct - Dec),98890
Assam,sonitpur,2019,Q4 (Oct - Dec),93662
Assam,dibrugarh,2019,Q4 (Oct - Dec),93614
Assam,kamrup,2019,Q4 (Oct - Dec),84609
Assam,tinsukia,2019,Q4 (Oct - Dec),76944
Assam,jorhat,2019,Q4 (Oct - Dec),70809
Assam,golaghat,2019,Q4 (Oct - Dec),54950
Bihar,patna,2019,Q4 (Oct - Dec),1289426
Bihar,muzaffarpur,2019,Q4 (Oct - Dec),445815
Bihar,purbi champaran,2019,Q4 (Oct - Dec),378861
Bihar,gaya,2019,Q4 (Oct - Dec),356225
Bihar,samastipur,2019,Q4 (Oct - Dec),297942
Bihar,saran,2019,Q4 (Oct - Dec),297022
Bihar,darbhanga,2019,Q4 (Oct - Dec),296008
Bihar,pashchim champaran,2019,Q4 (Oct - Dec),293867
Bihar,madhubani,2019,Q4 (Oct - Dec),291613
Bihar,bhagalpur,2019,Q4 (Oct - Dec),279580
Chandigarh,chandigarh,2019,Q4 (Oct - Dec),289590
Chhattisgarh,raipur,2019,Q4 (Oct - Dec),506122
Chhattisgarh,durg,2019,Q4 (Oct - Dec),321390
Chhattisgarh,bilaspur,2019,Q4 (Oct - Dec),257350
Chhattisgarh,raigarh,2019,Q4 (Oct - Dec),189764
Chhattisgarh,janjgir champa,2019,Q4 (Oct - Dec),180195
Chhattisgarh,korba,2019,Q4 (Oct - Dec),147812
Chhattisgarh,rajnandgaon,2019,Q4 (Oct - Dec),113965
Chhattisgarh,baloda bazar,2019,Q4 (Oct - Dec),104742
Chhattisgarh,surguja,2019,Q4 (Oct - Dec),89297
Chhattisgarh,mahasamund,2019,Q4 (Oct - Dec),80893
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2019,Q4 (Oct - Dec),117805
Dadra and Nagar Haveli and Daman and Diu,daman,2019,Q4 (Oct - Dec),72470
Dadra and Nagar Haveli and Daman and Diu,diu,2019,Q4 (Oct - Dec),7323
Delhi,west,2019,Q4 (Oct - Dec),1081496
Delhi,south east delhi,2019,Q4 (Oct - Dec),883080
Delhi,north west,2019,Q4 (Oct - Dec),758620
Delhi,new delhi,2019,Q4 (Oct - Dec),757888
Delhi,central delhi,2019,Q4 (Oct - Dec),711015
Delhi,south west,2019,Q4 (Oct - Dec),605482
Delhi,north,2019,Q4 (Oct - Dec),598910
Delhi,east,2019,Q4 (Oct - Dec),568283
Delhi,south,2019,Q4 (Oct - Dec),533716
Delhi,shahdara,2019,Q4 (Oct - Dec),425305
Goa,north goa,2019,Q4 (Oct - Dec),220385
Goa,south goa,2019,Q4 (Oct - Dec),133161
Gujarat,ahmadabad,2019,Q4 (Oct - Dec),2015947
Gujarat,surat,2019,Q4 (Oct - Dec),1624077
Gujarat,vadodara,2019,Q4 (Oct - Dec),700817
Gujarat,rajkot,2019,Q4 (Oct - Dec),426178
Gujarat,gandhinagar,2019,Q4 (Oct - Dec),408526
Gujarat,bharuch,2019,Q4 (Oct - Dec),350619
Gujarat,banas kantha,2019,Q4 (Oct - Dec),339582
Gujarat,mahesana,2019,Q4 (Oct - Dec),316985
Gujarat,kachchh,2019,Q4 (Oct - Dec),314732
Gujarat,valsad,2019,Q4 (Oct - Dec),296977
Haryana,gurugram,2019,Q4 (Oct - Dec),1574240
Haryana,faridabad,2019,Q4 (Oct - Dec),862595
Haryana,hisar,2019,Q4 (Oct - Dec),339753
Haryana,rewari,2019,Q4 (Oct - Dec),294161
Haryana,sonipat,2019,Q4 (Oct - Dec),291479
Haryana,panipat,2019,Q4 (Oct - Dec),262435
Haryana,karnal,2019,Q4 (Oct - Dec),255280
Haryana,rohtak,2019,Q4 (Oct - Dec),209750
Haryana,palwal,2019,Q4 (Oct - Dec),209434
Haryana,jhajjar,2019,Q4 (Oct - Dec),206377
Himachal Pradesh,solan,2019,Q4 (Oct - Dec),198962
Himachal Pradesh,kangra,2019,Q4 (Oct - Dec),181133
Himachal Pradesh,shimla,2019,Q4 (Oct - Dec),124960
Himachal Pradesh,mandi,2019,Q4 (Oct - Dec),111017
Himachal Pradesh,sirmaur,2019,Q4 (Oct - Dec),69583
Himachal Pradesh,kullu,2019,Q4 (Oct - Dec),66640
Himachal Pradesh,hamirpur,2019,Q4 (Oct - Dec),66179
Himachal Pradesh,una,2019,Q4 (Oct - Dec),61055
Himachal Pradesh,bilaspur,2019,Q4 (Oct - Dec),48453
Himachal Pradesh,chamba,2019,Q4 (Oct - Dec),43715
Jammu & Kashmir,jammu,2019,Q4 (Oct - Dec),174858
Jammu & Kashmir,srinagar,2019,Q4 (Oct - Dec),65611
Jammu & Kashmir,baramulla,2019,Q4 (Oct - Dec),55042
Jammu & Kashmir,budgam,2019,Q4 (Oct - Dec),41377
Jammu & Kashmir,anantnag,2019,Q4 (Oct - Dec),36725
Jammu & Kashmir,kathua,2019,Q4 (Oct - Dec),33481
Jammu & Kashmir,kupwara,2019,Q4 (Oct - Dec),33279
Jammu & Kashmir,udhampur,2019,Q4 (Oct - Dec),32252
Jammu & Kashmir,pulwama,2019,Q4 (Oct - Dec),28336
Jammu & Kashmir,samba,2019,Q4 (Oct - Dec),28333
Jharkhand,ranchi,2019,Q4 (Oct - Dec),548293
Jharkhand,dhanbad,2019,Q4 (Oct - Dec),436201
Jharkhand,east singhbhum,2019,Q4 (Oct - Dec),364379
Jharkhand,bokaro,2019,Q4 (Oct - Dec),322689
Jharkhand,hazaribagh,2019,Q4 (Oct - Dec),222038
Jharkhand,giridih,2019,Q4 (Oct - Dec),175648
Jharkhand,deoghar,2019,Q4 (Oct - Dec),155132
Jharkhand,palamu,2019,Q4 (Oct - Dec),141817
Jharkhand,ramgarh,2019,Q4 (Oct - Dec),134423
Jharkhand,saraikela kharsawan,2019,Q4 (Oct - Dec),112827
Karnataka,bengaluru urban,2019,Q4 (Oct - Dec),7016836
Karnataka,mysuru,2019,Q4 (Oct - Dec),686169
Karnataka,belagavi,2019,Q4 (Oct - Dec),656749
Karnataka,dharwad,2019,Q4 (Oct - Dec),452178
Karnataka,ballari,2019,Q4 (Oct - Dec),429391
Karnataka,tumakuru,2019,Q4 (Oct - Dec),428605
Karnataka,dakshina kannada,2019,Q4 (Oct - Dec),423031
Karnataka,bengaluru rural,2019,Q4 (Oct - Dec),411896
Karnataka,kalaburagi,2019,Q4 (Oct - Dec),355228
Karnataka,kolar,2019,Q4 (Oct - Dec),321279
Kerala,ernakulam,2019,Q4 (Oct - Dec),633101
Kerala,thiruvananthapuram,2019,Q4 (Oct - Dec),400110
Kerala,kozhikode,2019,Q4 (Oct - Dec),345534
Kerala,malappuram,2019,Q4 (Oct - Dec),333816
Kerala,thrissur,2019,Q4 (Oct - Dec),302503
Kerala,kannur,2019,Q4 (Oct - Dec),240296
Kerala,palakkad,2019,Q4 (Oct - Dec),237650
Kerala,kollam,2019,Q4 (Oct - Dec),221687
Kerala,alappuzha,2019,Q4 (Oct - Dec),198940
Kerala,kottayam,2019,Q4 (Oct - Dec),197540
Ladakh,leh ladakh,2019,Q4 (Oct - Dec),34770
Ladakh,kargil,2019,Q4 (Oct - Dec),8338
Lakshadweep,lakshadweep,2019,Q4 (Oct - Dec),2427
Madhya Pradesh,indore,2019,Q4 (Oct - Dec),1181500
Madhya Pradesh,bhopal,2019,Q4 (Oct - Dec),926576
Madhya Pradesh,gwalior,2019,Q4 (Oct - Dec),461960
Madhya Pradesh,jabalpur,2019,Q4 (Oct - Dec),422786
Madhya Pradesh,ujjain,2019,Q4 (Oct - Dec),314250
Madhya Pradesh,sagar,2019,Q4 (Oct - Dec),272650
Madhya Pradesh,rewa,2019,Q4 (Oct - Dec),260351
Madhya Pradesh,dhar,2019,Q4 (Oct - Dec),242108
Madhya Pradesh,chhindwara,2019,Q4 (Oct - Dec),240962
Madhya Pradesh,satna,2019,Q4 (Oct - Dec),228680
Maharashtra,pune,2019,Q4 (Oct - Dec),4416899
Maharashtra,thane,2019,Q4 (Oct - Dec),2638051
Maharashtra,mumbai suburban,2019,Q4 (Oct - Dec),2630360
Maharashtra,nashik,2019,Q4 (Oct - Dec),1304611
Maharashtra,nagpur,2019,Q4 (Oct - Dec),1134480
Maharashtra,mumbai,2019,Q4 (Oct - Dec),973018
Maharashtra,aurangabad,2019,Q4 (Oct - Dec),947081
Maharashtra,ahmednagar,2019,Q4 (Oct - Dec),805271
Maharashtra,palghar,2019,Q4 (Oct - Dec),767925
Maharashtra,raigad,2019,Q4 (Oct - Dec),754910
Manipur,imphal west,2019,Q4 (Oct - Dec),51063
Manipur,imphal east,2019,Q4 (Oct - Dec),31935
Manipur,thoubal,2019,Q4 (Oct - Dec),14194
Manipur,bishnupur,2019,Q4 (Oct - Dec),13387
Manipur,churachandpur,2019,Q4 (Oct - Dec),10431
Manipur,kangpokpi,2019,Q4 (Oct - Dec),8850
Manipur,kakching,2019,Q4 (Oct - Dec),6126
Manipur,ukhrul,2019,Q4 (Oct - Dec),4091
Manipur,tamenglong,2019,Q4 (Oct - Dec),3651
Manipur,chandel,2019,Q4 (Oct - Dec),3029
Meghalaya,east khasi hills,2019,Q4 (Oct - Dec),43484
Meghalaya,west garo hills,2019,Q4 (Oct - Dec),21300
Meghalaya,ribhoi,2019,Q4 (Oct - Dec),10308
Meghalaya,east jaintia hills,2019,Q4 (Oct - Dec),7343
Meghalaya,west jaintia hills,2019,Q4 (Oct - Dec),3946
Meghalaya,north garo hills,2019,Q4 (Oct - Dec),2871
Meghalaya,east garo hills,2019,Q4 (Oct - Dec),2788
Meghalaya,south west garo hills,2019,Q4 (Oct - Dec),2757
Meghalaya,south garo hills,2019,Q4 (Oct - Dec),2434
Meghalaya,west khasi hills,2019,Q4 (Oct - Dec),2180
Mizoram,aizawl,2019,Q4 (Oct - Dec),21865
Mizoram,lunglei,2019,Q4 (Oct - Dec),4926
Mizoram,lawngtlai,2019,Q4 (Oct - Dec),3255
Mizoram,kolasib,2019,Q4 (Oct - Dec),2929
Mizoram,champhai,2019,Q4 (Oct - Dec),2067
Mizoram,mamit,2019,Q4 (Oct - Dec),1996
Mizoram,serchhip,2019,Q4 (Oct - Dec),1735
Mizoram,saiha,2019,Q4 (Oct - Dec),1036
Nagaland,dimapur,2019,Q4 (Oct - Dec),47000
Nagaland,kohima,2019,Q4 (Oct - Dec),18232
Nagaland,mokokchung,2019,Q4 (Oct - Dec),6606
Nagaland,mon,2019,Q4 (Oct - Dec),4863
Nagaland,wokha,2019,Q4 (Oct - Dec),3540
Nagaland,phek,2019,Q4 (Oct - Dec),3109
Nagaland,tuensang,2019,Q4 (Oct - Dec),3081
Nagaland,zunheboto,2019,Q4 (Oct - Dec),2475
Nagaland,peren,2019,Q4 (Oct - Dec),1623
Nagaland,kiphire,2019,Q4 (Oct - Dec),1460
Odisha,khordha,2019,Q4 (Oct - Dec),1014134
Odisha,cuttack,2019,Q4 (Oct - Dec),534970
Odisha,ganjam,2019,Q4 (Oct - Dec),469522
Odisha,baleshwar,2019,Q4 (Oct - Dec),377976
Odisha,jajapur,2019,Q4 (Oct - Dec),332074
Odisha,puri,2019,Q4 (Oct - Dec),285955
Odisha,sundargarh,2019,Q4 (Oct - Dec),284913
Odisha,bhadrak,2019,Q4 (Oct - Dec),243586
Odisha,kendujhar,2019,Q4 (Oct - Dec),234041
Odisha,anugul,2019,Q4 (Oct - Dec),211167
Puducherry,puducherry,2019,Q4 (Oct - Dec),173175
Puducherry,karaikal,2019,Q4 (Oct - Dec),18134
Puducherry,yanam,2019,Q4 (Oct - Dec),8287
Puducherry,mahe,2019,Q4 (Oct - Dec),4696
Punjab,ludhiana,2019,Q4 (Oct - Dec),671579
Punjab,sas nagar,2019,Q4 (Oct - Dec),422041
Punjab,amritsar,2019,Q4 (Oct - Dec),268663
Punjab,patiala,2019,Q4 (Oct - Dec),256911
Punjab,jalandhar,2019,Q4 (Oct - Dec),251259
Punjab,bathinda,2019,Q4 (Oct - Dec),180722
Punjab,fazilka,2019,Q4 (Oct - Dec),149868
Punjab,sangrur,2019,Q4 (Oct - Dec),143162
Punjab,hoshiarpur,2019,Q4 (Oct - Dec),113296
Punjab,gurdaspur,2019,Q4 (Oct - Dec),100393
Rajasthan,jaipur,2019,Q4 (Oct - Dec),2746860
Rajasthan,alwar,2019,Q4 (Oct - Dec),742956
Rajasthan,jodhpur,2019,Q4 (Oct - Dec),622601
Rajasthan,sikar,2019,Q4 (Oct - Dec),464940
Rajasthan,kota,2019,Q4 (Oct - Dec),441496
Rajasthan,ajmer,2019,Q4 (Oct - Dec),426926
Rajasthan,bhilwara,2019,Q4 (Oct - Dec),394803
Rajasthan,nagaur,2019,Q4 (Oct - Dec),383582
Rajasthan,udaipur,2019,Q4 (Oct - Dec),378564
Rajasthan,jhunjhunu,2019,Q4 (Oct - Dec),344011
Sikkim,east,2019,Q4 (Oct - Dec),55340
Sikkim,south,2019,Q4 (Oct - Dec),18461
Sikkim,west,2019,Q4 (Oct - Dec),11078
Sikkim,north,2019,Q4 (Oct - Dec),8093
Tamil Nadu,chennai,2019,Q4 (Oct - Dec),1216610
Tamil Nadu,thiruvallur,2019,Q4 (Oct - Dec),934744
Tamil Nadu,chengalpattu,2019,Q4 (Oct - Dec),829575
Tamil Nadu,coimbatore,2019,Q4 (Oct - Dec),767480
Tamil Nadu,kancheepuram,2019,Q4 (Oct - Dec),564806
Tamil Nadu,tiruppur,2019,Q4 (Oct - Dec),427694
Tamil Nadu,salem,2019,Q4 (Oct - Dec),390301
Tamil Nadu,madurai,2019,Q4 (Oct - Dec),351234
Tamil Nadu,krishnagiri,2019,Q4 (Oct - Dec),335178
Tamil Nadu,tiruchirappalli,2019,Q4 (Oct - Dec),299366
Telangana,hyderabad,2019,Q4 (Oct - Dec),2283903
Telangana,rangareddy,2019,Q4 (Oct - Dec),2001437
Telangana,medchal malkajgiri,2019,Q4 (Oct - Dec),1714832
Telangana,sangareddy,2019,Q4 (Oct - Dec),493353
Telangana,warangal urban,2019,Q4 (Oct - Dec),421970
Telangana,nalgonda,2019,Q4 (Oct - Dec),312849
Telangana,karimnagar,2019,Q4 (Oct - Dec),305507
Telangana,khammam,2019,Q4 (Oct - Dec),304804
Telangana,nizamabad,2019,Q4 (Oct - Dec),284623
Telangana,siddipet,2019,Q4 (Oct - Dec),221164
Tripura,west tripura,2019,Q4 (Oct - Dec),114108
Tripura,south tripura,2019,Q4 (Oct - Dec),29753
Tripura,sepahijala,2019,Q4 (Oct - Dec),27322
Tripura,north tripura,2019,Q4 (Oct - Dec),25703
Tripura,gomati,2019,Q4 (Oct - Dec),24160
Tripura,dhalai,2019,Q4 (Oct - Dec),20609
Tripura,khowai,2019,Q4 (Oct - Dec),16819
Tripura,unakoti,2019,Q4 (Oct - Dec),13824
Uttar Pradesh,gautam buddha nagar,2019,Q4 (Oct - Dec),1537791
Uttar Pradesh,lucknow,2019,Q4 (Oct - Dec),1221681
Uttar Pradesh,ghaziabad,2019,Q4 (Oct - Dec),1189357
Uttar Pradesh,prayagraj,2019,Q4 (Oct - Dec),738307
Uttar Pradesh,kanpur nagar,2019,Q4 (Oct - Dec),718251
Uttar Pradesh,varanasi,2019,Q4 (Oct - Dec),706509
Uttar Pradesh,agra,2019,Q4 (Oct - Dec),593453
Uttar Pradesh,gorakhpur,2019,Q4 (Oct - Dec),483523
Uttar Pradesh,meerut,2019,Q4 (Oct - Dec),455353
Uttar Pradesh,bareilly,2019,Q4 (Oct - Dec),398897
Uttarakhand,dehradun,2019,Q4 (Oct - Dec),537026
Uttarakhand,haridwar,2019,Q4 (Oct - Dec),368737
Uttarakhand,udham singh nagar,2019,Q4 (Oct - Dec),319839
Uttarakhand,nainital,2019,Q4 (Oct - Dec),169212
Uttarakhand,pauri garhwal,2019,Q4 (Oct - Dec),81489
Uttarakhand,tehri garhwal,2019,Q4 (Oct - Dec),58542
Uttarakhand,almora,2019,Q4 (Oct - Dec),49664
Uttarakhand,pithoragarh,2019,Q4 (Oct - Dec),40980
Uttarakhand,chamoli,2019,Q4 (Oct - Dec),35948
Uttarakhand,uttarkashi,2019,Q4 (Oct - Dec),28653
West Bengal,north twenty four parganas,2019,Q4 (Oct - Dec),1638605
West Bengal,kolkata,2019,Q4 (Oct - Dec),1238698
West Bengal,murshidabad,2019,Q4 (Oct - Dec),750671
West Bengal,south twenty four parganas,2019,Q4 (Oct - Dec),741375
West Bengal,hooghly,2019,Q4 (Oct - Dec),694972
West Bengal,howrah,2019,Q4 (Oct - Dec),597553
West Bengal,purba medinipur,2019,Q4 (Oct - Dec),573088
West Bengal,nadia,2019,Q4 (Oct - Dec),571859
West Bengal,paschim medinipur,2019,Q4 (Oct - Dec),520047
West Bengal,paschim bardhaman,2019,Q4 (Oct - Dec),492425
Andaman & Nicobar,south andaman,2020,Q1 (Jan - Mar),24174
Andaman & Nicobar,north and middle andaman,2020,Q1 (Jan - Mar),3315
Andaman & Nicobar,nicobars,2020,Q1 (Jan - Mar),879
Andhra Pradesh,visakhapatnam,2020,Q1 (Jan - Mar),1763581
Andhra Pradesh,krishna,2020,Q1 (Jan - Mar),1331602
Andhra Pradesh,east godavari,2020,Q1 (Jan - Mar),1329664
Andhra Pradesh,guntur,2020,Q1 (Jan - Mar),1289678
Andhra Pradesh,chittoor,2020,Q1 (Jan - Mar),1270907
Andhra Pradesh,anantapur,2020,Q1 (Jan - Mar),971850
Andhra Pradesh,kurnool,2020,Q1 (Jan - Mar),936293
Andhra Pradesh,west godavari,2020,Q1 (Jan - Mar),843835
Andhra Pradesh,spsr nellore,2020,Q1 (Jan - Mar),775440
Andhra Pradesh,prakasam,2020,Q1 (Jan - Mar),748655
Arunachal Pradesh,papum pare,2020,Q1 (Jan - Mar),51342
Arunachal Pradesh,west kameng,2020,Q1 (Jan - Mar),13983
Arunachal Pradesh,east siang,2020,Q1 (Jan - Mar),11298
Arunachal Pradesh,changlang,2020,Q1 (Jan - Mar),11262
Arunachal Pradesh,lohit,2020,Q1 (Jan - Mar),8454
Arunachal Pradesh,tawang,2020,Q1 (Jan - Mar),8048
Arunachal Pradesh,namsai,2020,Q1 (Jan - Mar),6029
Arunachal Pradesh,west siang,2020,Q1 (Jan - Mar),5757
Arunachal Pradesh,lower dibang valley,2020,Q1 (Jan - Mar),4650
Arunachal Pradesh,lower subansiri,2020,Q1 (Jan - Mar),4351
Assam,kamrup metropolitan,2020,Q1 (Jan - Mar),412013
Assam,nagaon,2020,Q1 (Jan - Mar),129371
Assam,barpeta,2020,Q1 (Jan - Mar),116286
Assam,cachar,2020,Q1 (Jan - Mar),111470
Assam,sonitpur,2020,Q1 (Jan - Mar),105050
Assam,dibrugarh,2020,Q1 (Jan - Mar),104663
Assam,kamrup,2020,Q1 (Jan - Mar),95973
Assam,tinsukia,2020,Q1 (Jan - Mar),86763
Assam,jorhat,2020,Q1 (Jan - Mar),78731
Assam,dhubri,2020,Q1 (Jan - Mar),62477
Bihar,patna,2020,Q1 (Jan - Mar),1397342
Bihar,muzaffarpur,2020,Q1 (Jan - Mar),498548
Bihar,purbi champaran,2020,Q1 (Jan - Mar),431458
Bihar,gaya,2020,Q1 (Jan - Mar),398678
Bihar,saran,2020,Q1 (Jan - Mar),335039
Bihar,samastipur,2020,Q1 (Jan - Mar),334935
Bihar,pashchim champaran,2020,Q1 (Jan - Mar),334931
Bihar,darbhanga,2020,Q1 (Jan - Mar),332707
Bihar,madhubani,2020,Q1 (Jan - Mar),328630
Bihar,vaishali,2020,Q1 (Jan - Mar),312949
Chandigarh,chandigarh,2020,Q1 (Jan - Mar),312887
Chhattisgarh,raipur,2020,Q1 (Jan - Mar),559412
Chhattisgarh,durg,2020,Q1 (Jan - Mar),353311
Chhattisgarh,bilaspur,2020,Q1 (Jan - Mar),284320
Chhattisgarh,raigarh,2020,Q1 (Jan - Mar),208338
Chhattisgarh,janjgir champa,2020,Q1 (Jan - Mar),199431
Chhattisgarh,korba,2020,Q1 (Jan - Mar),163500
Chhattisgarh,rajnandgaon,2020,Q1 (Jan - Mar),126699
Chhattisgarh,baloda bazar,2020,Q1 (Jan - Mar),115907
Chhattisgarh,surguja,2020,Q1 (Jan - Mar),98711
Chhattisgarh,mahasamund,2020,Q1 (Jan - Mar),89942
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2020,Q1 (Jan - Mar),130255
Dadra and Nagar Haveli and Daman and Diu,daman,2020,Q1 (Jan - Mar),80329
Dadra and Nagar Haveli and Daman and Diu,diu,2020,Q1 (Jan - Mar),7912
Delhi,west,2020,Q1 (Jan - Mar),1160353
Delhi,south east delhi,2020,Q1 (Jan - Mar),947535
Delhi,north west,2020,Q1 (Jan - Mar),814249
Delhi,new delhi,2020,Q1 (Jan - Mar),810489
Delhi,central delhi,2020,Q1 (Jan - Mar),765149
Delhi,north,2020,Q1 (Jan - Mar),648654
Delhi,south west,2020,Q1 (Jan - Mar),644981
Delhi,east,2020,Q1 (Jan - Mar),604768
Delhi,south,2020,Q1 (Jan - Mar),570329
Delhi,shahdara,2020,Q1 (Jan - Mar),460186
Goa,north goa,2020,Q1 (Jan - Mar),244309
Goa,south goa,2020,Q1 (Jan - Mar),147591
Gujarat,ahmadabad,2020,Q1 (Jan - Mar),2185983
Gujarat,surat,2020,Q1 (Jan - Mar),1772703
Gujarat,vadodara,2020,Q1 (Jan - Mar),763969
Gujarat,rajkot,2020,Q1 (Jan - Mar),469636
Gujarat,gandhinagar,2020,Q1 (Jan - Mar),445290
Gujarat,banas kantha,2020,Q1 (Jan - Mar),386212
Gujarat,bharuch,2020,Q1 (Jan - Mar),384819
Gujarat,mahesana,2020,Q1 (Jan - Mar),349897
Gujarat,kachchh,2020,Q1 (Jan - Mar),347270
Gujarat,valsad,2020,Q1 (Jan - Mar),330053
Haryana,gurugram,2020,Q1 (Jan - Mar),1700505
Haryana,faridabad,2020,Q1 (Jan - Mar),935992
Haryana,hisar,2020,Q1 (Jan - Mar),382469
Haryana,sonipat,2020,Q1 (Jan - Mar),325111
Haryana,rewari,2020,Q1 (Jan - Mar),323001
Haryana,panipat,2020,Q1 (Jan - Mar),293916
Haryana,karnal,2020,Q1 (Jan - Mar),283270
Haryana,palwal,2020,Q1 (Jan - Mar),233542
Haryana,rohtak,2020,Q1 (Jan - Mar),231317
Haryana,jhajjar,2020,Q1 (Jan - Mar),230059
Himachal Pradesh,solan,2020,Q1 (Jan - Mar),220293
Himachal Pradesh,kangra,2020,Q1 (Jan - Mar),205367
Himachal Pradesh,shimla,2020,Q1 (Jan - Mar),139890
Himachal Pradesh,mandi,2020,Q1 (Jan - Mar),124971
Himachal Pradesh,sirmaur,2020,Q1 (Jan - Mar),77972
Himachal Pradesh,kullu,2020,Q1 (Jan - Mar),74668
Himachal Pradesh,hamirpur,2020,Q1 (Jan - Mar),73945
Himachal Pradesh,una,2020,Q1 (Jan - Mar),68564
Himachal Pradesh,bilaspur,2020,Q1 (Jan - Mar),54024
Himachal Pradesh,chamba,2020,Q1 (Jan - Mar),50169
Jammu & Kashmir,jammu,2020,Q1 (Jan - Mar),191031
Jammu & Kashmir,srinagar,2020,Q1 (Jan - Mar),70755
Jammu & Kashmir,baramulla,2020,Q1 (Jan - Mar),59123
Jammu & Kashmir,budgam,2020,Q1 (Jan - Mar),44636
Jammu & Kashmir,anantnag,2020,Q1 (Jan - Mar),39513
Jammu & Kashmir,kathua,2020,Q1 (Jan - Mar),37300
Jammu & Kashmir,kupwara,2020,Q1 (Jan - Mar),36690
Jammu & Kashmir,udhampur,2020,Q1 (Jan - Mar),35408
Jammu & Kashmir,samba,2020,Q1 (Jan - Mar),31570
Jammu & Kashmir,pulwama,2020,Q1 (Jan - Mar),30796
Jharkhand,ranchi,2020,Q1 (Jan - Mar),602664
Jharkhand,dhanbad,2020,Q1 (Jan - Mar),479075
Jharkhand,east singhbhum,2020,Q1 (Jan - Mar),398663
Jharkhand,bokaro,2020,Q1 (Jan - Mar),352220
Jharkhand,hazaribagh,2020,Q1 (Jan - Mar),248710
Jharkhand,giridih,2020,Q1 (Jan - Mar),195939
Jharkhand,deoghar,2020,Q1 (Jan - Mar),179746
Jharkhand,palamu,2020,Q1 (Jan - Mar),161215
Jharkhand,ramgarh,2020,Q1 (Jan - Mar),149467
Jharkhand,saraikela kharsawan,2020,Q1 (Jan - Mar),124479
Karnataka,bengaluru urban,2020,Q1 (Jan - Mar),7564577
Karnataka,mysuru,2020,Q1 (Jan - Mar),764697
Karnataka,belagavi,2020,Q1 (Jan - Mar),746925
Karnataka,dharwad,2020,Q1 (Jan - Mar),502446
Karnataka,tumakuru,2020,Q1 (Jan - Mar),488995
Karnataka,dakshina kannada,2020,Q1 (Jan - Mar),481992
Karnataka,ballari,2020,Q1 (Jan - Mar),481004
